trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,stop_headsign
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:00:00,09:00:00,10084,285,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:01:00,09:01:00,10075,305,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:03:00,09:03:00,10072,317,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:04:00,09:04:00,10071,328,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:05:00,09:05:00,10066,338,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:06:00,09:06:00,10054,350,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:07:00,09:07:00,10052,362,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:08:00,09:08:00,10051,374,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:09:00,09:09:00,10040,384,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:10:00,09:10:00,10029,394,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:11:00,09:11:00,10017,401,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:12:00,09:12:00,10020,410,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:13:00,09:13:00,10023,421,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:14:00,09:14:00,10025,428,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:15:00,09:15:00,10038,437,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:15:00,09:15:00,10042,442,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:16:00,09:16:00,10044,447,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:18:00,09:18:00,10049,465,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:20:00,09:20:00,10042,485,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:21:00,09:21:00,10041,496,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:23:00,09:23:00,10037,509,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:24:00,09:24:00,10053,522,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:25:00,09:25:00,10061,525,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:25:00,09:25:00,10062,531,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:27:00,09:27:00,10073,550,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:28:00,09:28:00,10076,560,0,0,
908.1-10-285-569-0900-0930-2665-0-0-0-0_LY_5LB,09:30:00,09:30:00,10084,569,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:30:00,15:30:00,10084,0,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:32:00,15:32:00,10075,21,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:33:00,15:33:00,10072,33,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:34:00,15:34:00,10071,44,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:35:00,15:35:00,10066,54,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:36:00,15:36:00,10054,66,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:38:00,15:38:00,10052,78,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:39:00,15:39:00,10051,90,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:40:00,15:40:00,10040,100,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:41:00,15:41:00,10029,110,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:42:00,15:42:00,10017,117,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:43:00,15:43:00,10020,126,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:44:00,15:44:00,10023,137,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:44:00,15:44:00,10025,143,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:45:00,15:45:00,10038,153,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:46:00,15:46:00,10042,158,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:46:00,15:46:00,10044,163,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:48:00,15:48:00,10049,181,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:51:00,15:51:00,10042,201,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:52:00,15:52:00,10041,212,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:53:00,15:53:00,10037,225,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:54:00,15:54:00,10053,238,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:55:00,15:55:00,10061,241,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:55:00,15:55:00,10062,247,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:57:00,15:57:00,10073,266,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,15:59:00,15:59:00,10076,276,0,0,
908.1-16-0-285-1530-1600-2665-0-0-0-0_LY_5LB,16:00:00,16:00:00,10084,285,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:00:00,17:00:00,10084,0,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:02:00,17:02:00,10075,21,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:03:00,17:03:00,10072,33,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:04:00,17:04:00,10071,44,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:05:00,17:05:00,10066,54,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:06:00,17:06:00,10054,66,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:07:00,17:07:00,10052,78,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:08:00,17:08:00,10051,90,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:09:00,17:09:00,10040,100,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:10:00,17:10:00,10029,110,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:11:00,17:11:00,10017,117,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:12:00,17:12:00,10020,126,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:13:00,17:13:00,10023,137,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:13:00,17:13:00,10025,143,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:15:00,17:15:00,10038,153,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:15:00,17:15:00,10042,158,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:16:00,17:16:00,10044,163,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:18:00,17:18:00,10049,181,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:20:00,17:20:00,10042,201,0,0,
908.1-18-0-285-1700-1730-2665-0-0-0-0_LY_5LB,17:21:00,17:21:00,10041,212,0,0,
