stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1,1389,"Pierce at Sand Pebble Apts",,33.897972,-117.493326,,,,,,0
10,1397,"Hole + Bayonne",,33.917918,-117.481283,,,,,,0
100,1433,"Arlington + Yellowstone",,33.946387,-117.394760,,,,,,0
1000,2179,"Iris + Coachlight",,33.893054,-117.201670,,,,,,0
1001,2180,"Iris + Grande Vista",,33.895258,-117.195189,,,,,,0
1002,2181,"Iris + Hammett Ct",,33.895276,-117.190224,,,,,,0
1003,2182,"Iris + Oliver",,33.895116,-117.182380,,,,,,0
1004,2183,"Moreno Beach + Via Del Lago",,33.895097,-117.179148,,,,,,0
1005,2184,"Moreno Beach + Championship",,33.899554,-117.173933,,,,,,0
1006,2185,"Moreno Beach + JFK",,33.903196,-117.173829,,,,,,0
1007,2186,"Moreno Beach + Cactus",,33.910595,-117.173894,,,,,,0
1008,2187,"Alessandro + Moreno Beach",,33.917502,-117.176057,,,,,,0
1009,2188,"Alessandro + Country Squire",,33.917422,-117.193978,,,,,,0
101,1434,"Brockton + Tibbetts",,33.947588,-117.396706,,,,,,0
1010,2189,"Alessandro + Morrison",,33.917527,-117.200944,,,,,,0
1011,2190,"Alessandro + Chervil Ct",,33.917445,-117.211819,,,,,,0
1012,2191,"Alessandro 25634 @ MV School Dist",,33.917469,-117.215526,,,,,,0
1013,2192,"Alessandro + Kitching @ Library",,33.917494,-117.218447,,,,,,0
1015,2193,"Alessandro + Perris",,33.917462,-117.224340,,,,,,0
1016,2194,"Alessandro + Elsworth",,33.917133,-117.271013,,,,,,0
1017,2195,"Alessandro + Day",,33.916982,-117.279118,,,,,,0
1018,2196,"Alessandro + Old 215",,33.916957,-117.284287,,,,,,0
1019,2197,"Alessandro + Sangonio @Farmer Boys",,33.916884,-117.294664,,,,,,0
102,1435,"Brockton + Nelson",,33.950318,-117.396710,,,,,,0
1021,2198,"Alessandro + Barton",,33.916664,-117.313479,,,,,,0
1022,2199,"Mission Grove + Northrop @ Social Security",,33.908809,-117.325681,,,,,,0
1023,2200,"Alessandro + Glenhaven",,33.948582,-117.356203,,,,,,0
1024,2201,"Central + Falkirk",,33.953881,-117.363149,,,,,,0
1025,2202,"Central + Victoria",,33.953834,-117.369287,,,,,,0
1026,2203,"Alessandro + Mission Grove Parkway",,33.916540,-117.325154,,,,,,0
1027,2204,"Alessandro + Cannon",,33.923545,-117.336378,,,,,,0
1028,2205,"Alessandro + Canyon Crest",,33.925912,-117.339788,,,,,,0
1029,2206,"Alessandro + Via Vista",,33.931419,-117.347684,,,,,,0
103,1436,"Central + Magnolia",,33.953442,-117.395608,,,,,,0
1030,2207,"Alessandro + Century",,33.936869,-117.351034,,,,,,0
1031,2208,"Alessandro + Chicago",,33.943305,-117.353494,,,,,,0
1032,3936,"Oceanside Transit Center",,33.192885,-117.378947,,,,,,0
1033,3694,"Town Center North @ NCTD Stops",,33.240703,-117.292185,,,,,,0
1034,3937,"Hwy 76 + I-15 Park n Ride Lot 19",,33.330087,-117.162089,,,,,,0
1035,3610,"Hwy 76 + Camino Del Rey",,33.289270,-117.225260,,,,,,0
1036,3611,"Hwy 76 + Olive Hill Rd",,33.288540,-117.225826,,,,,,0
1037,3586,"Country Village + Granite Hill",,34.020670,-117.507460,,,,,,0
1038,3660,"Mills Circle 1 Ontario Mills Mall",,34.073544,-117.556252,,,,,,0
1039,3939,"Richton 5091 @ Montclair TransCenter",,34.094737,-117.695164,,,,,,0
104,1437,"Central + De Anza",,33.953460,-117.393113,,,,,,0
1040,3423,"Granite Hill @ Park + Ride",,34.019855,-117.506028,,,,,,0
1041,3424,"LE Outlet Center @ Park N Ride",,33.704707,-117.357783,,,,,,0
1042,3425,"Temescal Canyon @ Dos Lagos",,33.816196,-117.506380,,,,,,0
1043,3426,"Corona Transit Center",,33.881796,-117.564321,,,,,,0
1044,3427,"Temesca Canyon @ Dos Lagos",,33.817144,-117.506278,,,,,,0
1045,3428,"Temesscal @ Toms Farms",,33.774217,-117.487926,,,,,,0
1046,3429,"Sycamore Cyn + Eastridge",,33.931660,-117.296380,,,,,,0
1047,3630,"Sycamore Cyn + Sierra Ridge",,33.934718,-117.298500,,,,,,0
1048,2209,"Van Buren + Magnolia",,33.920804,-117.446609,,,,,,0
105,1438,"Central + San Diego",,33.953478,-117.390935,,,,,,0
1051,2210,"Van Buren + California",,33.926914,-117.451745,,,,,,0
1052,2211,"Van Buren + Colorado @ Wells",,33.933824,-117.453910,,,,,,0
1053,2212,"Van Buren + Audrey",,33.937231,-117.453900,,,,,,0
1054,2213,"Van Buren + Philbin",,33.939338,-117.453870,,,,,,0
1055,2214,"Van Buren + Jackson",,33.942930,-117.453680,,,,,,0
1056,2215,"Van Buren + Arlington",,33.946340,-117.453730,,,,,,0
1057,2216,"Van Buren + Central",,33.956212,-117.457745,,,,,,0
1058,2217,"Van Buren + Jurupa",,33.959043,-117.461764,,,,,,0
1059,2218,"Van Buren + Clay",,33.966778,-117.465975,,,,,,0
106,1439,"Central + Riverside",,33.953470,-117.387470,,,,,,0
1060,2219,"Van Buren + Clay",,33.966805,-117.466477,,,,,,0
1061,2220,"Etiwanda + Jurupa",,33.992239,-117.523235,,,,,,0
1062,2221,"Limonite + Clay",,33.977315,-117.462906,,,,,,0
1063,2222,"Limonite + Baldwin",,33.975816,-117.467472,,,,,,0
1064,2223,"Limonite + Pedley",,33.975686,-117.473011,,,,,,0
1065,2224,"Pedley + Limonite",,33.976219,-117.473894,,,,,,0
1066,2225,"Pedley Metrolink Station",,33.978701,-117.476073,,,,,,0
1067,2226,"Pedley + Limonite",,33.976363,-117.474484,,,,,,0
