shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
p_111200,38.1001487689275,-122.2588491457,1,0
p_111200,38.1001252156042,-122.2588928305,2,4.63864908
p_111200,38.1001168662378,-122.259995091453,3,101.32560981
p_111200,38.099954,-122.259999,4,119.40674725
p_111200,38.099793,-122.260001,5,137.27834541
p_111200,38.099552,-122.260004,6,164.03024524
p_111200,38.09955,-122.260004,7,164.25224196
p_111200,38.099556,-122.259803,8,181.89524835
p_111200,38.099547,-122.259703,9,190.72331251
p_111200,38.099542,-122.259676,10,193.15574045
p_111200,38.099497,-122.259408,11,217.18780755
p_111200,38.099472,-122.259279,12,228.83817531
p_111200,38.099455,-122.259174,13,238.23943208
p_111200,38.099431,-122.25903,14,251.14808007
p_111200,38.099393,-122.258803,15,271.5009634
p_111200,38.099322,-122.258394,16,308.23134178
p_111200,38.099322,-122.258394,17,308.23134178
p_111200,38.099618,-122.258325,18,341.63964162
p_111200,38.09972,-122.258309,19,353.04812437
p_111200,38.099723,-122.258308,20,353.39247792
p_111200,38.099912,-122.258305,21,374.37281941
p_111200,38.10003,-122.258301,22,387.4753253
p_111200,38.100138,-122.258299,23,399.46443291
p_111200,38.100159,-122.258298,24,401.79704844
p_111200,38.100279,-122.258294,25,415.12147332
p_111200,38.100409,-122.258292,26,429.55232854
p_111200,38.100645,-122.258282,27,455.76262671
p_111200,38.101139,-122.258282,28,510.59582974
p_111200,38.101413,-122.258275,29,541.0155865
p_111200,38.10155,-122.258272,30,556.22464344
p_111200,38.101639,-122.25827,31,566.10505843
p_111200,38.101696,-122.258269,32,572.43257526
p_111200,38.101879,-122.258264,33,592.75001681
p_111200,38.102119,-122.258259,34,619.39324424
p_111200,38.102248,-122.258255,35,633.71633683
p_111200,38.102247,-122.258256,36,633.85780681
p_111200,38.102635,-122.258245,37,676.93599791
p_111200,38.103112,-122.258226,38,729.90846605
p_111200,38.103631,-122.258207,39,787.54075166
p_111200,38.104111,-122.258195,40,840.83039913
p_111200,38.10436,-122.25819,41,868.47249211
p_111200,38.104608,-122.258184,42,896.00513856
p_111200,38.104707,-122.258182,43,906.99538589
p_111200,38.105103,-122.258176,44,950.95392716
p_111200,38.105301,-122.258174,45,972.93232391
p_111200,38.105603,-122.25817,46,1006.45569855
p_111200,38.106083,-122.258159,47,1059.74370333
p_111200,38.106592,-122.258148,48,1116.25017115
p_111200,38.107072,-122.258134,49,1169.54359756
p_111200,38.107331,-122.258128,50,1198.2970264
p_111200,38.10733,-122.258125,51,1198.58259436
p_111200,38.10757,-122.258125,52,1225.22223698
p_111200,38.108093,-122.25811,53,1283.28936634
p_111200,38.1089311176235,-122.25809424139,54,1376.32945706
p_111200,38.108921,-122.258094,55,1377.45269801
p_111200,38.109072,-122.25809,56,1394.21714846
p_111200,38.109558,-122.258079,57,1448.17106746
p_111200,38.110042,-122.258065,58,1501.90839704
p_111200,38.11043,-122.258073,59,1544.98155427
p_111200,38.110544,-122.258075,60,1557.63660667
p_111200,38.11104,-122.258061,61,1612.70558855
p_111200,38.111301,-122.258055,62,1641.68099661
p_111200,38.111301,-122.258056,63,1641.76869616
p_111200,38.111537,-122.258049,64,1667.97155482
p_111200,38.112014,-122.258041,65,1720.9225318
p_111200,38.112064,-122.258033,66,1726.51663131
p_111200,38.112232,-122.258033,67,1745.1643961
p_111200,38.112426,-122.258026,68,1766.7068738
p_111200,38.112983,-122.25801,69,1828.54902042
p_111200,38.113201,-122.25801,70,1852.7467191
p_111200,38.113967,-122.257995,71,1937.78184278
p_111200,38.114189,-122.257987,72,1962.43352519
p_111200,38.114421,-122.25798,73,1988.19252558
p_111200,38.115024,-122.257965,74,2055.13763571
p_111200,38.115192,-122.257965,75,2073.78540991
p_111200,38.115322,-122.257965,76,2088.21523556
p_111200,38.115321,-122.257963,77,2088.42279801
p_111200,38.115464,-122.257961,78,2104.29657555
p_111200,38.115988,-122.257955,79,2162.46225731
p_111200,38.116183,-122.257953,80,2184.10770941
p_111200,38.116311,-122.25795,81,2198.31797561
p_111200,38.116756,-122.257969,82,2247.74048321
p_111200,38.117172,-122.258061,83,2294.61543436
p_111200,38.117386,-122.258116,84,2318.8538623
p_111200,38.117616,-122.258207,85,2345.60168081
p_111200,38.117821,-122.25833,86,2370.78337871
p_111200,38.118031,-122.258483,87,2397.67862897
p_111200,38.118079,-122.258527,88,2404.25695447
p_111200,38.118292,-122.258725,89,2433.59035031
p_111200,38.118436,-122.258881,90,2454.62887696
p_111200,38.118858,-122.259417,91,2520.98649804
p_111200,38.11905,-122.259625,92,2549.0377731
p_111200,38.119508,-122.260022,93,2610.65257346
p_111200,38.119727,-122.259563,94,2657.67319165
p_111200,38.119753,-122.259508,95,2663.2936334
p_111200,38.119786,-122.259407,96,2672.87784887
p_111200,38.119825,-122.259289,97,2684.09423854
p_111200,38.119867,-122.259117,98,2699.88086284
p_111200,38.119881,-122.258922,99,2717.05074265
p_111200,38.119881,-122.258714,100,2735.29011435
p_111200,38.119876,-122.258214,101,2779.13827183
p_111200,38.119867,-122.257415,102,2849.20914282
p_111200,38.119866,-122.257305,103,2858.85560493
p_111200,38.119866,-122.256684,104,2913.31066332
p_111200,38.119866,-122.256492,105,2930.14700988
p_111200,38.119865,-122.256492,106,2930.25800863
p_111200,38.119865,-122.256187,107,2957.00324701
p_111200,38.119846,-122.255111,108,3051.38051944
p_111200,38.119842,-122.254837,109,3075.41149818
p_111200,38.120437,-122.254882,110,3141.57353286
p_111200,38.12157,-122.254966,111,3267.55065698
p_111200,38.121974,-122.255004,112,3312.51779106
p_111200,38.12198,-122.255,113,3313.2704994
p_111200,38.12289,-122.25508,114,3414.5226961
p_111200,38.1235,-122.25513,115,3482.37376478
p_111200,38.1244,-122.2552,116,3582.4610885
p_111200,38.1244,-122.255203,117,3582.72414015
p_111200,38.124536,-122.255214,118,3597.85076329
p_111200,38.12465,-122.255225,119,3610.5413368
p_111200,38.125063,-122.255263,120,3656.50478697
p_111200,38.125539,-122.255308,121,3709.48736675
p_111200,38.125882,-122.255337,122,3747.64479379
p_111200,38.125995,-122.255347,123,3760.2182752
p_111200,38.126829,-122.255417,124,3852.99457826
p_111200,38.127581,-122.255481,125,3936.65415248
p_111200,38.127599,-122.255078,126,3972.04566112
p_111200,38.127629,-122.254388,127,4032.63646137
p_111200,38.127666,-122.253527,128,4108.24057115
p_111200,38.127693,-122.252864,129,4166.44958732
p_111200,38.127697,-122.252773,130,4174.44080581
p_111200,38.1279197349326,-122.252780916083,131,4199.17387842
p_111200,38.1280838256428,-122.252786329428,132,4217.39395011
p_111200,38.128088078569,-122.252864950595,133,4224.30355761
p_111200,38.1280770065702,-122.253081064762,134,4243.29214767
p_111202,38.146076,-122.237991,1,0
p_111202,38.145931,-122.238426,2,41.38885645
p_111202,38.145854,-122.238723,3,68.79039259
p_111202,38.145812,-122.238876,4,82.98926358
p_111202,38.145744,-122.239349,5,125.13307017
p_111202,38.145721,-122.239646,6,151.29247871
p_111202,38.14574,-122.240097,7,190.88261431
p_111202,38.145835,-122.240844,8,257.20699717
p_111202,38.14635,-122.242881,9,444.69348387
p_111202,38.146438,-122.243232,10,476.97460056
p_111202,38.146713,-122.244346,11,579.28463191
p_111202,38.146915,-122.245117,12,650.49054636
p_111202,38.147129,-122.245895,13,722.70603303
p_111202,38.146804,-122.246047,14,761.1626729
p_111202,38.146381,-122.246307,15,813.3544341
p_111202,38.14635,-122.24633,16,817.34255148
p_111202,38.145992,-122.246604,17,863.77490396
p_111202,38.145622,-122.24694,18,914.31411174
p_111202,38.144695,-122.248077,19,1057.56711357
p_111202,38.144298,-122.248527,20,1116.7104404
p_111202,38.143932,-122.248817,21,1164.63434064
p_111202,38.14389,-122.248855,22,1170.36410176
p_111202,38.143512,-122.249061,23,1216.04280722
p_111202,38.143436,-122.249092,24,1224.90564141
p_111202,38.142932,-122.249267,25,1282.9144671
p_111202,38.142585,-122.249511,26,1326.97179844
p_111202,38.142341,-122.249664,27,1357.19468187
p_111202,38.142139,-122.249763,28,1381.2374878
p_111202,38.141937,-122.249786,29,1403.74979045
p_111202,38.141738,-122.249794,30,1425.8497539
