timetable_id,stop_id,stop_sequence,stop_name,connected_routes
1,20255,1,Lone Pine - McDonald's 601 S. Main Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
1,20256,2,Independence - 168 Edwards Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
1,20501,3,Aberdeen,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
1,20504,4,Big Pine (Bartell Rd & Newman St),"/395-Lone Pine Express, /395-Lone Pine-Reno"
1,20258,5,Big Pine - 391 S. Main Street ,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
1,20506,6,Big Pine (Reynolds Rd),"/395-Lone Pine Express, /395-Lone Pine-Reno"
1,20507,7,Wilkerson,/395-Lone Pine Express
1,20260,8,Bishop - Vons/Kmart 1200 N. Main Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster, / Benton-Bishop"
2,20255,1,Lone Pine - McDonald's 601 S. Main Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
2,20256,2,Independence - 168 Edwards Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
2,20501,3,Aberdeen,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
2,20504,4,Big Pine (Bartell Rd & Newman St),"/395-Lone Pine Express, /395-Lone Pine-Reno"
2,20258,5,Big Pine - 391 S. Main Street ,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
2,20506,6,Big Pine (Reynolds Rd),"/395-Lone Pine Express, /395-Lone Pine-Reno"
2,20507,7,Wilkerson,/395-Lone Pine Express
2,20260,8,Bishop - Vons/Kmart 1200 N. Main Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster, / Benton-Bishop"
3,20260,1,Bishop - Vons/Kmart 1200 N. Main Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster, / Benton-Bishop"
3,20507,2,Wilkerson,/395-Lone Pine Express
3,20506,3,Big Pine (Reynolds Rd),"/395-Lone Pine Express, /395-Lone Pine-Reno"
3,20259,4,Big Pine - 390 S. Main Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
3,20504,5,Big Pine (Bartell Rd & Newman St),"/395-Lone Pine Express, /395-Lone Pine-Reno"
3,20501,6,Aberdeen,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
3,20257,7,Independence - 101 S Edwards Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
3,20255,8,Lone Pine - McDonald's 601 S. Main Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
4,20255,1,Lone Pine - McDonald's 601 S. Main Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
4,20256,2,Independence - 168 Edwards Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
4,20501,3,Aberdeen,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
4,20504,4,Big Pine (Bartell Rd & Newman St),"/395-Lone Pine Express, /395-Lone Pine-Reno"
4,20258,5,Big Pine - 391 S. Main Street ,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
4,20506,6,Big Pine (Reynolds Rd),"/395-Lone Pine Express, /395-Lone Pine-Reno"
4,20260,7,Bishop - Vons/Kmart 1200 N. Main Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster, / Benton-Bishop"
4,20262,8,Tom's Place - 8180 Crowley Lake Drive,"/395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster"
4,20263,9,Crowley Lake - Community Center,"/395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster"
4,20329,10,Stop 25-Vons Parking Lot ,"/395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster, /Gray Line, /Purple Line"
4,20266,11,June Lake Junction - US 395 & SR158,/395-Lone Pine-Reno
4,20267,12,Lee Vining - Caltrans Maintenance Yard,/395-Lone Pine-Reno
4,20269,13,Bridgeport - 121 Emigrant Street,"/395-Lone Pine-Reno, /Bridgeport-Gardnerville"
4,20270,14,Walker - County Store 107700 US 395,"/395-Lone Pine-Reno, /Bridgeport-Gardnerville"
4,20271,15,Coleville ,"/395-Lone Pine-Reno, /Bridgeport-Gardnerville"
4,20273,16,Gardnerville - (near Smith's) 1341 US 395,"/395-Lone Pine-Reno, /Bridgeport-Gardnerville"
4,811996,17,"Carson City - Carson Nugget, US 395 & Robinson",/395-Lone Pine-Reno
4,20276,18,Reno/Tahoe International Airport,/395-Lone Pine-Reno
4,20277,19,Reno Greyhound 155 Stevenson,/395-Lone Pine-Reno
5,20277,1,Reno Greyhound 155 Stevenson,/395-Lone Pine-Reno
5,20276,2,Reno/Tahoe International Airport,/395-Lone Pine-Reno
5,20275,3,"Carson City - Carson Nugget, US 395 & Robinson",/395-Lone Pine-Reno
5,20274,4,Gardnerville - KFC 1338 US 395,"/395-Lone Pine-Reno, /Bridgeport-Gardnerville"
5,20271,5,Coleville ,"/395-Lone Pine-Reno, /Bridgeport-Gardnerville"
5,20270,6,Walker - County Store 107700 US 395,"/395-Lone Pine-Reno, /Bridgeport-Gardnerville"
5,20269,7,Bridgeport - 121 Emigrant Street,"/395-Lone Pine-Reno, /Bridgeport-Gardnerville"
5,20500,8,Lee Vining -Chevron 51557 US 395,/395-Lone Pine-Reno
5,20266,9,June Lake Junction - US 395 & SR158,/395-Lone Pine-Reno
5,20329,10,Stop 25-Vons Parking Lot ,"/395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster, /Gray Line, /Purple Line"
5,20263,11,Crowley Lake - Community Center,"/395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster"
5,20262,12,Tom's Place - 8180 Crowley Lake Drive,"/395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster"
5,20260,13,Bishop - Vons/Kmart 1200 N. Main Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster, / Benton-Bishop"
5,20506,14,Big Pine (Reynolds Rd),"/395-Lone Pine Express, /395-Lone Pine-Reno"
5,20259,15,Big Pine - 390 S. Main Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
5,20504,16,Big Pine (Bartell Rd & Newman St),"/395-Lone Pine Express, /395-Lone Pine-Reno"
5,20501,17,Aberdeen,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
5,20257,18,Independence - 101 S Edwards Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
5,20255,19,Lone Pine - McDonald's 601 S. Main Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Lakes-Lancaster"
6,20260,1,Bishop - Vons/Kmart 1200 N. Main Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster, / Benton-Bishop"
6,20262,2,Tom's Place - 8180 Crowley Lake Drive,"/395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster"
6,20263,3,Crowley Lake - Community Center,"/395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster"
6,20329,4,Stop 25-Vons Parking Lot ,"/395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster, /Gray Line, /Purple Line"
7,20329,1,Stop 25-Vons Parking Lot ,"/395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster, /Gray Line, /Purple Line"
7,20263,2,Crowley Lake - Community Center,"/395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster"
7,20262,3,Tom's Place - 8180 Crowley Lake Drive,"/395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster"
7,20260,4,Bishop - Vons/Kmart 1200 N. Main Street,"/395-Lone Pine Express, /395-Lone Pine-Reno, /395-Mammoth Express, /395-Mammoth Lakes-Lancaster, / Benton-Bishop"
8,20250,1,Lancaster - Metrolink 44812 Sierra Hwy,/395-Mammoth Lakes-Lancaster
