route_id,service_id,trip_id,trip_headsign,shape_id
1032.1,SU,1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-10-313-913-0957-1027-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,SU,1032.1-11-313-913-1003-1038-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-11-313-913-1009-1039-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-11-313-913-1048-1118-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,SU,1032.1-11-313-913-1048-1123-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-12-313-913-1108-1138-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-12-313-913-1120-1150-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,SU,1032.1-12-313-913-1133-1208-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-12-313-913-1159-1229-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-13-313-913-1219-1249-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-13-313-913-1231-1301-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,SU,1032.1-13-313-913-1233-1308-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-14-313-913-1310-1340-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,SU,1032.1-14-313-913-1318-1353-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-14-313-913-1330-1400-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-14-313-913-1342-1412-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,SU,1032.1-15-313-913-1403-1438-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-15-313-913-1421-1453-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-15-313-913-1441-1513-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-15-313-913-1453-1525-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,SU,1032.1-16-313-913-1503-1538-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-16-313-913-1534-1612-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,SU,1032.1-16-313-913-1548-1623-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-16-313-913-1554-1632-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-17-313-913-1606-1644-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,SU,1032.1-17-313-913-1633-1708-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-17-313-913-1653-1731-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-18-313-913-1713-1751-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,SU,1032.1-18-313-913-1733-1808-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-18-313-913-1738-1814-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-19-313-913-1812-1841-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,SU,1032.1-19-313-913-1818-1853-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-19-313-913-1832-1901-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-19-313-913-1855-1924-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,S,1032.1-20-313-913-1903-1938-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-20-313-913-1922-1951-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-20-313-913-1942-2011-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,S,1032.1-21-313-913-2003-2038-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-21-313-913-2005-2034-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-21-313-913-2032-2101-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,S,1032.1-21-313-913-2048-2123-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-22-313-913-2115-2144-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,S,1032.1-22-313-913-2133-2208-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-22-313-913-2142-2211-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-6-313-913-0515-0546-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-6-313-913-0546-0618-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-7-313-913-0615-0647-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-7-313-913-0627-0659-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-7-313-913-0659-0731-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-8-313-913-0732-0805-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,SU,1032.1-8-313-913-0733-0808-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-8-313-913-0744-0817-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,MTWHF,1032.1-9-313-913-0816-0846-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
1032.1,SU,1032.1-9-313-913-0818-0853-3319-0-0-0-0_SC_5LB,MCBEAN REGIONAL TRANS CTR,1032.1
