trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,stop_headsign
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:03:00,09:03:00,10034,313,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:03:00,09:03:00,10024,326,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:04:00,09:04:00,10022,339,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:05:00,09:05:00,10035,351,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:06:00,09:06:00,10039,362,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:10:00,09:10:00,10050,435,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:13:00,09:13:00,10048,483,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:14:00,09:14:00,10038,502,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:16:00,09:16:00,10030,526,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:16:00,09:16:00,10026,539,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:17:00,09:17:00,10033,556,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:18:00,09:18:00,10036,566,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:20:00,09:20:00,10043,592,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:24:00,09:24:00,10092,669,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:25:00,09:25:00,10106,681,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:26:00,09:26:00,10110,691,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:26:00,09:26:00,10118,698,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:28:00,09:28:00,10146,720,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:28:00,09:28:00,10149,729,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:29:00,09:29:00,10160,743,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:29:00,09:29:00,10171,757,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:30:00,09:30:00,10177,766,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:30:00,09:30:00,10184,775,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:31:00,09:31:00,10192,782,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:31:00,09:31:00,10197,790,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:32:00,09:32:00,10208,803,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:32:00,09:32:00,10222,813,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:34:00,09:34:00,10260,840,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:34:00,09:34:00,10246,848,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:35:00,09:35:00,10238,858,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:36:00,09:36:00,10231,881,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:36:00,09:36:00,10229,888,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:37:00,09:37:00,10233,895,0,0,
1032.1-10-313-913-0903-0938-3319-0-0-0-0_SC_5LB,09:38:00,09:38:00,10240,913,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:27:00,09:27:00,10034,313,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:27:00,09:27:00,10024,326,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:28:00,09:28:00,10022,339,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:28:00,09:28:00,10035,351,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:29:00,09:29:00,10039,362,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:32:00,09:32:00,10050,435,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:34:00,09:34:00,10048,483,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:35:00,09:35:00,10038,502,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:36:00,09:36:00,10030,526,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:36:00,09:36:00,10026,539,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:37:00,09:37:00,10033,556,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:38:00,09:38:00,10036,566,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:39:00,09:39:00,10043,592,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:42:00,09:42:00,10092,669,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:43:00,09:43:00,10106,681,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:43:00,09:43:00,10110,691,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:44:00,09:44:00,10118,698,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:45:00,09:45:00,10146,720,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:45:00,09:45:00,10149,729,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:46:00,09:46:00,10160,743,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:47:00,09:47:00,10171,757,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:47:00,09:47:00,10177,766,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:48:00,09:48:00,10184,775,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:48:00,09:48:00,10192,782,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:49:00,09:49:00,10197,790,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:50:00,09:50:00,10208,803,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:50:00,09:50:00,10222,813,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:52:00,09:52:00,10260,840,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:52:00,09:52:00,10246,848,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:53:00,09:53:00,10238,858,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:55:00,09:55:00,10231,881,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:55:00,09:55:00,10229,888,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:55:00,09:55:00,10233,895,0,0,
1032.1-10-313-913-0927-0957-3319-0-0-0-0_SC_5LB,09:57:00,09:57:00,10240,913,0,0,
1032.1-10-313-913-0957-1027-3319-0-0-0-0_SC_5LB,09:57:00,09:57:00,10034,313,0,0,
1032.1-10-313-913-0957-1027-3319-0-0-0-0_SC_5LB,09:57:00,09:57:00,10024,326,0,0,
1032.1-10-313-913-0957-1027-3319-0-0-0-0_SC_5LB,09:58:00,09:58:00,10022,339,0,0,
1032.1-10-313-913-0957-1027-3319-0-0-0-0_SC_5LB,09:58:00,09:58:00,10035,351,0,0,
1032.1-10-313-913-0957-1027-3319-0-0-0-0_SC_5LB,09:59:00,09:59:00,10039,362,0,0,
1032.1-10-313-913-0957-1027-3319-0-0-0-0_SC_5LB,10:02:00,10:02:00,10050,435,0,0,
1032.1-10-313-913-0957-1027-3319-0-0-0-0_SC_5LB,10:04:00,10:04:00,10048,483,0,0,
1032.1-10-313-913-0957-1027-3319-0-0-0-0_SC_5LB,10:05:00,10:05:00,10038,502,0,0,
1032.1-10-313-913-0957-1027-3319-0-0-0-0_SC_5LB,10:06:00,10:06:00,10030,526,0,0,
1032.1-10-313-913-0957-1027-3319-0-0-0-0_SC_5LB,10:06:00,10:06:00,10026,539,0,0,
1032.1-10-313-913-0957-1027-3319-0-0-0-0_SC_5LB,10:07:00,10:07:00,10033,556,0,0,
1032.1-10-313-913-0957-1027-3319-0-0-0-0_SC_5LB,10:08:00,10:08:00,10036,566,0,0,
1032.1-10-313-913-0957-1027-3319-0-0-0-0_SC_5LB,10:09:00,10:09:00,10043,592,0,0,
