stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1000,1000,Downtown Transit Center,Transit Center,36.0677814064436,-119.01806294918,1,,,
1001,1001,Putnam and 3rd,Santa Fe Plaza,36.069346,-119.01374,1,,,
1002,1002,Plano and Murry,,36.069322,-119.010234,1,,,
1003,1003,Plano and Garden,,36.066506,-119.008516,1,,,
1005,1005,South County Justice Center,,36.065138,-119.012028,1,,,
1007,1007,Olive Ave. and D Str.,,36.065263,-119.01881,1,,,
1010,1010,Olive Ave. and H St.,Brake n Wheel,36.065504,-119.024367,1,,,
1015,1015,Olive Ave. and Jaye St.,Porterville High School,36.066081,-119.026539,1,,,
1020,1020,Olive Ave. and Villa St.,Long John Silvers,36.066104,-119.030103,1,,,
1025,1025,Olive Ave. and Cottage,Olympic Gym,36.066045,-119.033463,1,,,
1027,1027,Olive Ave. and Wisconsin,,36.066095,-119.037895,1,,,
1030,1030,Olive Ave. and Dameron,O'Riley's Auto Parts,36.065983,-119.044951,1,,,
1035,1035,Town and Country,Town and Countyr Shopping Center,36.065962,-119.047513,1,,,
1037,1037,Olive and Lotas,,36.065925,-119.051768,1,,,
1040,1040,Olive Ave. and Salisbury,Alder and Evergreen Apartments,36.065889,-119.057849,1,,,
1042,1042,Olive Ave. and Mathew,Summit Charter Academy,36.065864,-119.062773,1,,,
1045,1045,Olive Ave. and Westwood,Landmark Christian Center,36.065897,-119.069068,1,,,
1047,1047,Summitt Charter Collegiate Academy,SCCA,36.071175,-119.079056,1,,,
1050,1050,Westwood St. and Garden Ave.,Westwood and Garden,36.067162,-119.070758,1,,,
1055,1055,Westwood St. and W. Putnam Ct.,Jim Maples Academy,36.0693,-119.070748,1,,,
1057,1057,Westwood St. and Morton Ave.,Burton Elementary,36.072962,-119.070034,1,,,
1060,1060,Morton Ave. and Argyle,Morton and Argyle,36.07299,-119.064644,1,,,
1065,1065,Morton Ave. and Belmont,Sherwood Market,36.072994,-119.058059,1,,,
1067,1067,Morton Ave. and Lotas,,36.073076,-119.051694,1,,,
1070,1070,Mission Mobile Homes,,36.073117,-119.047728,1,,,
1075,1075,Morton Ave. and Douglas,Across From Douglas,36.073173,-119.041712,1,,,
1080,1080,Morton Ave. and Porter,Motel 6,36.073174,-119.038006,1,,,
1082,1082,Morton Ave. and Cottage,,36.073162,-119.032173,1,,,
1085,1085,Villa St. and Putnam Ave.,Sequoia Pharmacy,36.070119,-119.030727,1,,,
1090,1090,Sierra View Medical Center,,36.069844,-119.027975,1,,,
1095,1095,Morton Ave. and Pearson Dr.,Morton and Pearson,36.073102,-119.027355,1,,,
1097,1097,Bartlett Middle School,,36.073061,-119.02428,1,,,
1100,1100,Morton Ave. and G St.,Bartlett Middle School,36.073048,-119.020918,1,,,
1105,1105,Porterville Museum,,36.07036,-119.018495,1,,,
2010,2010,Hockett and Thurman,Porterville Library,36.071284,-119.017268,1,,,
2015,2015,Main St. and North,,36.076236,-119.016788,1,,,
2020,2020,Henderson and G St.,Henderson Pizza Hut,36.080493,-119.02302,1,,,
2022,2022,Henderson and Jaye,,36.080644,-119.026133,1,,,
2025,2025,Henderson and Villa,,36.080642,-119.029491,1,,,
2030,2030,Henderson and Indiana,Wendy's,36.080629,-119.036041,1,,,
2032,2032,Henderson at Burger King,Burger King,36.080574,-119.039733,1,,,
2035,2035,Henderson and Prospect,Taco Bell and Wal-Mart,36.080556,-119.044662,1,,,
2037,2037,Henderson at Monache High School,Monache High School,36.080524,-119.048297,1,,,
2040,2040,Henderson and Newcomb,Monache High School,36.0805200485558,-119.051746129989,1,,,
2042,2042,Henderson and Patsy,,36.080444,-119.055793,1,,,
2045,2045,Henderson and Belmont,Henderson Baptist Church,36.080442,-119.059335,1,,,
2047,2047,Henderson and Balmayne,,36.080426,-119.063871,1,,,
2050,2050,Westwood and Henderson,CVS Pharmacy Henderson Ave.,36.080709,-119.070699,1,,,
2052,2052,Burton Middle School,,36.087143,-119.075231,1,,,
2055,2055,Westwood and Luisa,,36.084623,-119.070682,1,,,
2060,2060,Westfield and Westwood,,36.087519,-119.070346,1,,,
2062,2062,Westfield and Lombardi,Lombardi School,36.087509,-119.066467,1,,,
2065,2065,Westfield and Mathew,,36.0875431960248,-119.061734676361,1,,,
2067,2067,Westfield and Lu Ann,,36.087524,-119.056976,1,,,
2070,2070,Westfield and Newcomb,Newcomb and LDS Church,36.0875431960248,-119.052507877349,1,,,
2072,2072,Westfield and Atkins,,36.087523,-119.047232,1,,,
2075,2075,Westfield and Cobb,,36.087535,-119.041828,1,,,
2080,2080,Westfield and Milo,,36.087523,-119.036655,1,,,
2085,2085,Monte Vista School,,36.087478,-119.032124,1,,,
2087,2087,Main and Highland Dr.,,36.08235,-119.021695,1,,,
2090,2090,Main St. and Danner,Sequoia Motel,36.078976,-119.018937,1,,,
2095,2095,Main St. and Bellevew,,36.074756,-119.016397,1,,,
3015,3015,S. Plano at Vallarta,Vallarta Supermarket,36.064364,-119.008324,1,,,
3020,3020,S. Plano and Andres,,36.061595,-119.00784,1,,,
3025,3025,E. Date and Plano,Warnack Pharmacy,36.05838,-119.007441,1,,,
3030,3030,E. Date and S. Park St.,Rainbow Market,36.058414,-119.003134,1,,,
3035,3035,E. Date and Leggett,,36.058424,-118.999059,1,,,
3040,3040,E. Date and Ruth,,36.057691,-118.993016,1,,,
3042,3042,E. Springville and W St.,,36.055164,-118.989008,1,,,
3045,3045,E. Springville and Conner,Bob's Tiny Mart,36.054925,-118.985644,1,,,
3050,3050,E. Springville and S. Sunset St.,Rup Market,36.054939,-118.98219,1,,,
3053,3053,E. Springville and E. Success Dr.,,36.054985,-118.975546,1,,,
3055,3055,E. Springville and Page,,36.055056,-118.971615,1,,,
