shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
R1,36.06784,-119.018,1,0
R1,36.06783,-119.01742,2,0.052
R1,36.06883,-119.01739,3,0.163
R1,36.0694,-119.01738,4,0.227
R1,36.06942,-119.01721,5,0.242
R1,36.06943,-119.01716,6,0.247
R1,36.06947,-119.01707,7,0.256
R1,36.06946,-119.01684,8,0.277
R1,36.06942,-119.01625,9,0.33
R1,36.06942,-119.01618,10,0.336
R1,36.06942,-119.01516,11,0.428
R1,36.06942,-119.01414,12,0.52
R1,36.06941,-119.01317,13,0.607
R1,36.06941,-119.01255,14,0.663
R1,36.06941,-119.01224,15,0.69
R1,36.0694,-119.01164,16,0.744
R1,36.06941,-119.01112,17,0.791
R1,36.0694,-119.01003,18,0.889
R1,36.06939,-119.00986,19,0.904
R1,36.06938,-119.009,20,0.982
R1,36.06937,-119.00838,21,1.037
R1,36.06896,-119.00837,22,1.083
R1,36.06861,-119.00836,23,1.122
R1,36.06768,-119.00833,24,1.225
R1,36.06732,-119.00832,25,1.265
R1,36.06714,-119.00833,26,1.285
R1,36.067,-119.00834,27,1.301
R1,36.06685,-119.00835,28,1.318
R1,36.06676,-119.00836,29,1.328
R1,36.06663,-119.00837,30,1.342
R1,36.0665,-119.00838,31,1.357
R1,36.06637,-119.00839,32,1.371
R1,36.0663,-119.00839,33,1.379
R1,36.06614,-119.00838,34,1.397
R1,36.06597,-119.00837,35,1.416
R1,36.06573,-119.00836,36,1.442
R1,36.0657,-119.00836,37,1.446
R1,36.06553,-119.00835,38,1.465
R1,36.06545,-119.00838,39,1.474
R1,36.06543,-119.00838,40,1.476
R1,36.0651,-119.00835,41,1.513
R1,36.0651,-119.00886,42,1.559
R1,36.0651,-119.00933,43,1.601
R1,36.0651,-119.00962,44,1.627
R1,36.0651,-119.01011,45,1.671
R1,36.0651,-119.01114,46,1.764
R1,36.0651,-119.01208,47,1.848
R1,36.06509,-119.01236,48,1.874
R1,36.0651,-119.01305,49,1.936
R1,36.0651,-119.01329,50,1.957
R1,36.06512,-119.0143,51,2.048
R1,36.06513,-119.0149,52,2.102
R1,36.06513,-119.01527,53,2.135
R1,36.06513,-119.01556,54,2.161
R1,36.06513,-119.01578,55,2.181
R1,36.06513,-119.01597,56,2.198
R1,36.06514,-119.01634,57,2.231
R1,36.06515,-119.01643,58,2.24
R1,36.06516,-119.01679,59,2.272
R1,36.06516,-119.01713,60,2.302
