shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
28:1,37.43077753,-122.17634394,0
28:1,37.43072128,-122.17637634,1
28:1,37.43077850,-122.17682648,2
28:1,37.43109894,-122.17845917,3
28:1,37.43090820,-122.17928314,4
28:1,37.43090820,-122.17928314,5
28:1,37.43059921,-122.17980957,6
28:1,37.43017960,-122.18020630,7
28:1,37.43016815,-122.18020630,8
28:1,37.42800140,-122.18096161,9
28:1,37.42800140,-122.18096161,10
28:1,37.42776871,-122.18103027,11
28:1,37.42572021,-122.18195343,12
28:1,37.42462921,-122.18225098,13
28:1,37.42370987,-122.18228149,14
28:1,37.42253113,-122.18206024,15
28:1,37.42190170,-122.18231964,16
28:1,37.42163086,-122.18125153,17
28:1,37.42163849,-122.18115234,18
28:1,37.42098999,-122.17864990,19
28:1,37.42057037,-122.17739868,20
28:1,37.42029953,-122.17687225,21
28:1,37.41973877,-122.17620087,22
28:1,37.41946030,-122.17597198,23
28:1,37.41833878,-122.17529297,24
28:1,37.41777039,-122.17482758,25
28:1,37.41733932,-122.17440796,26
28:1,37.41690063,-122.17386627,27
28:1,37.41427994,-122.17012024,28
28:1,37.41382980,-122.16941071,29
28:1,37.41355133,-122.16886902,30
28:1,37.41331100,-122.16828156,31
28:1,37.41305161,-122.16737366,32
28:1,37.41281891,-122.16612244,33
28:1,37.41270065,-122.16561890,34
28:1,37.41220856,-122.16416168,35
28:1,37.41181183,-122.16333771,36
28:1,37.41164017,-122.16304016,37
28:1,37.41016006,-122.16105652,38
28:1,37.41007996,-122.16085052,39
28:1,37.40747070,-122.15734863,40
28:1,37.40718079,-122.15705109,41
28:1,37.40625000,-122.15589905,42
28:1,37.40951157,-122.15322113,43
28:1,37.40880966,-122.15183258,44
28:1,37.40798950,-122.15028381,45
28:1,37.40798950,-122.15028381,46
28:1,37.40782166,-122.14994049,47
28:1,37.40771103,-122.14952850,48
28:1,37.40768051,-122.14911652,49
28:1,37.40773010,-122.14866638,50
28:1,37.40797043,-122.14810181,51
28:1,37.40816116,-122.14785767,52
28:1,37.40901947,-122.14721680,53
28:1,37.40872955,-122.14662170,54
28:1,37.40871811,-122.14656830,55
28:1,37.40829086,-122.14578247,56
28:1,37.40808105,-122.14553070,57
28:1,37.40782166,-122.14535522,58
28:1,37.40756226,-122.14527130,59
28:1,37.40729523,-122.14527130,60
28:1,37.40703583,-122.14531708,61
28:1,37.40703964,-122.14531708,62
28:1,37.40642929,-122.14540100,63
28:1,37.40385056,-122.14614868,64
28:1,37.40348053,-122.14608765,65
28:1,37.40132904,-122.14528656,66
28:1,37.40132904,-122.14528656,67
28:1,37.39855957,-122.14433289,68
28:1,37.39855957,-122.14433289,69
28:1,37.39694977,-122.14379883,70
28:1,37.39453125,-122.14324951,71
28:1,37.39363861,-122.14566803,72
28:1,37.39432907,-122.14598846,73
28:1,37.39415300,-122.14661600,74
28:1,37.39411163,-122.14659882,75
28:1,37.39411163,-122.14659882,76
28:1,37.39411163,-122.14659882,77
28:1,37.39411163,-122.14659882,78
28:1,37.39411163,-122.14659882,79
28:1,37.39411163,-122.14659882,80
28:1,37.39411163,-122.14659882,81
28:1,37.39411163,-122.14659882,82
28:1,37.39411163,-122.14659882,83
28:1,37.39411163,-122.14659882,84
28:1,37.39411163,-122.14659882,85
28:1,37.39411163,-122.14659882,86
28:1,37.39411163,-122.14659882,87
28:1,37.39411163,-122.14659882,88
28:1,37.39411163,-122.14659882,89
28:1,37.39411163,-122.14659882,90
28:1,37.39411163,-122.14659882,91
28:1,37.39411163,-122.14659882,92
28:1,37.39411163,-122.14659882,93
28:1,37.39411163,-122.14659882,94
28:1,37.39411163,-122.14659882,95
28:1,37.39411163,-122.14659882,96
28:1,37.39411163,-122.14659882,97
28:1,37.39411163,-122.14659882,98
28:1,37.39411163,-122.14659882,99
28:1,37.39411163,-122.14659882,100
28:1,37.39411163,-122.14659882,101
28:1,37.39411163,-122.14659882,102
28:1,37.39411163,-122.14659882,103
28:1,37.39411163,-122.14659882,104
28:1,37.39411163,-122.14659882,105
28:1,37.39411163,-122.14659882,106
28:1,37.39411163,-122.14659882,107
28:1,37.39411163,-122.14659882,108
28:1,37.39411163,-122.14659882,109
28:1,37.39411163,-122.14659882,110
28:1,37.39411163,-122.14659882,111
28:1,37.39411163,-122.14659882,112
28:1,37.39411163,-122.14659882,113
28:1,37.39411163,-122.14659882,114
28:1,37.39411163,-122.14659882,115
28:1,37.39411163,-122.14659882,116
28:1,37.39411163,-122.14659882,117
28:1,37.39411163,-122.14659882,118
28:1,37.39411163,-122.14659882,119
28:1,37.39411163,-122.14659882,120
28:1,37.39411163,-122.14659882,121
28:1,37.39411163,-122.14659882,122
28:1,37.39411163,-122.14659882,123
28:1,37.39411163,-122.14659882,124
28:1,37.39411163,-122.14659882,125
28:1,37.39411163,-122.14659882,126
28:1,37.39411163,-122.14659882,127
28:1,37.39411163,-122.14659882,128
28:1,37.39411163,-122.14658356,129
28:1,37.39411163,-122.14658356,130
28:1,37.39410019,-122.14659119,131
28:1,37.39403152,-122.14665222,132
28:1,37.39392853,-122.14695740,133
28:1,37.39405823,-122.14730072,134
28:1,37.39440918,-122.14746094,135
28:1,37.39472961,-122.14755249,136
28:1,37.39493179,-122.14732361,137
28:1,37.39495087,-122.14685822,138
28:1,37.39492035,-122.14653778,139
28:1,37.39474869,-122.14636230,140
28:1,37.39469910,-122.14633179,141
28:1,37.39469910,-122.14633179,142
28:1,37.39469910,-122.14633179,143
28:1,37.39429092,-122.14610291,144
28:1,37.39432907,-122.14598846,145
28:1,37.39358902,-122.14563751,146
28:1,37.39447021,-122.14322662,147
28:1,37.39680099,-122.14376068,148
28:1,37.39891815,-122.14446259,149
28:1,37.39891815,-122.14447021,150
28:1,37.40050888,-122.14501953,151
28:1,37.40153122,-122.14535522,152
28:1,37.40166473,-122.14540863,153
28:1,37.40181351,-122.14546204,154
28:1,37.40222549,-122.14560699,155
28:1,37.40221786,-122.14562988,156
28:1,37.40251160,-122.14572906,157
28:1,37.40327835,-122.14598846,158
28:1,37.40391159,-122.14605713,159
28:1,37.40412903,-122.14601898,160
28:1,37.40412903,-122.14601898,161
28:1,37.40412903,-122.14601898,162
28:1,37.40414810,-122.14601135,163
28:1,37.40414810,-122.14601135,164
28:1,37.40414810,-122.14601135,165
28:1,37.40414810,-122.14601135,166
28:1,37.40414810,-122.14601135,167
28:1,37.40414810,-122.14601135,168
28:1,37.40414810,-122.14601135,169
28:1,37.40420914,-122.14598083,170
28:1,37.40452957,-122.14588928,171
28:1,37.40493011,-122.14573669,172
28:1,37.40503693,-122.14570618,173
28:1,37.40502900,-122.14565300,174
28:1,37.40541077,-122.14566040,175
28:1,37.40716934,-122.14530182,176
28:1,37.40782166,-122.14534760,177
28:1,37.40803909,-122.14549255,178
28:1,37.40829849,-122.14579773,179
28:1,37.40876007,-122.14666748,180
28:1,37.40901947,-122.14721680,181
28:1,37.40876007,-122.14742279,182
28:1,37.40874100,-122.14743042,183
28:1,37.40816116,-122.14785767,184
28:1,37.40797043,-122.14810181,185
28:1,37.40773010,-122.14866638,186
28:1,37.40768051,-122.14911652,187
28:1,37.40771103,-122.14952850,188
28:1,37.40782166,-122.14994049,189
28:1,37.40795898,-122.15022278,190
28:1,37.40795898,-122.15022278,191
28:1,37.40803909,-122.15039063,192
28:1,37.40874863,-122.15171814,193
28:1,37.40874863,-122.15171814,194
28:1,37.40951157,-122.15322113,195
28:1,37.40958023,-122.15331268,196
28:1,37.40645981,-122.15589905,197
28:1,37.40713882,-122.15679932,198
28:1,37.40736008,-122.15712738,199
28:1,37.40747070,-122.15734863,200
28:1,37.40979004,-122.16047668,201
28:1,37.41022110,-122.16098785,202
28:1,37.41091156,-122.16191864,203
28:1,37.41159058,-122.16291046,204
28:1,37.41220856,-122.16416168,205
28:1,37.41257858,-122.16523743,206
28:1,37.41281891,-122.16612244,207
28:1,37.41305161,-122.16737366,208
