shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
p_2484,38.276461,-122.035961,1,0
p_2484,38.276331,-122.036848,2,78.94413687
p_2484,38.2764,-122.04037,3,387.22069947
p_2484,38.2764,-122.04059,4,406.47109031
p_2484,38.27381,-122.04062,5,693.97744909
p_2484,38.2735,-122.04061,6,728.39908848
p_2484,38.27352,-122.04283,7,922.6734166
p_2484,38.27169,-122.04282,8,1125.80830526
p_2484,38.27096,-122.04288,9,1207.00941163
p_2484,38.26855,-122.04289,10,1474.52466856
p_2484,38.26856,-122.04477,11,1639.04945121
p_2484,38.26858,-122.04523,12,1679.36576035
p_2484,38.26551,-122.04523,13,2020.14047583
p_2484,38.26553,-122.04821,14,2280.94412413
p_2484,38.26554,-122.04993,15,2431.47369695
p_2484,38.26336,-122.05003,16,2673.6151426
p_2484,38.26256,-122.050021,17,2762.41980259
p_2484,38.262582,-122.050678,18,2819.97120549
p_2484,38.262624,-122.050899,19,2839.86669291
p_2484,38.262716,-122.051142,20,2863.45843303
p_2484,38.262879,-122.051418,21,2893.63837711
p_2484,38.262947,-122.05155,22,2907.43805352
p_2484,38.263034,-122.051734,23,2926.21505991
p_2484,38.263097,-122.052134,24,2961.91381533
p_2484,38.263095,-122.052342,25,2980.11885897
p_2484,38.261912,-122.052358,26,3111.44104006
p_2484,38.26188,-122.0543,27,3281.44040061
p_2484,38.26188,-122.05458,28,3305.94577637
p_2484,38.26295,-122.0546,29,3424.73022308
p_2484,38.262952,-122.052702,30,3590.83937264
p_2484,38.26296,-122.05271,31,3591.9701977
p_2484,38.26293,-122.05198,32,3655.94500755
p_2484,38.26287,-122.05178,33,3674.67286396
p_2484,38.26249,-122.05106,34,3750.50065459
p_2484,38.2624,-122.05044,35,3805.67411981
p_2484,38.2624,-122.05003,36,3841.55673568
p_2484,38.2606,-122.05001,37,4041.36697826
p_2484,38.25824,-122.04998,38,4303.34342009
p_2484,38.25813,-122.05471,39,4717.51022319
p_2484,38.2581,-122.05882,40,5077.24810854
p_2484,38.25834,-122.06202,41,5358.58773585
p_2484,38.25837,-122.063,42,5444.42531351
p_2484,38.2583,-122.06447,43,5573.31920294
p_2484,38.25839,-122.06714,44,5807.22022857
p_2484,38.25846,-122.06765,45,5852.52837044
p_2484,38.25855,-122.06797,46,5882.26419447
p_2484,38.25816,-122.06811,47,5927.25545216
p_2484,38.25723,-122.06782,48,6033.56133582
p_2484,38.25719,-122.06777,49,6039.79556043
p_2484,38.25378,-122.06679,50,6427.90739809
p_2484,38.25227,-122.06826,51,6639.21150305
p_2484,38.25037,-122.06995,52,6896.82118446
p_2484,38.24982,-122.07053,53,6976.22338479
p_2484,38.24976,-122.07024,54,7002.46730392
p_2484,38.24975,-122.06949,55,7068.12699502
p_2484,38.24968,-122.06884,56,7125.55206612
p_2484,38.24948,-122.06777,57,7221.80847107
p_2484,38.24932,-122.06628,58,7353.4380387
p_2484,38.24749,-122.06631,59,7556.58717654
p_2484,38.24752,-122.06677,60,7596.99140119
p_2484,38.24765,-122.06726,61,7642.24648267
p_2484,38.248051,-122.068132,62,7730.60799052
p_2484,38.248319,-122.068719,63,7789.98153184
p_2484,38.248976,-122.068541,64,7864.55522833
p_2485,38.276474,-122.035969,1,0
p_2485,38.27642,-122.036177,2,19.16199805
