route_id,service_id,trip_id,trip_headsign,shape_id
2891.1,MTWHF,2891.1-5-201-583-0435-0505-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.1
2891.1,MTWHF,2891.1-6-201-583-0505-0535-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.1
2891.1,MTWHF,2891.1-6-201-583-0535-0605-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.1
2891.1,MTWHF,2891.1-7-201-583-0605-0635-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.1
2891.2,MTWHF,2891.2-10-0-583-0920-1005-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-10-0-583-0950-1035-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-11-0-583-1020-1105-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-11-0-583-1050-1135-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-12-0-583-1120-1205-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-12-0-583-1150-1235-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-13-0-583-1220-1305-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-13-0-583-1250-1335-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-14-0-583-1320-1405-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-14-0-583-1350-1435-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-15-0-583-1420-1505-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-15-0-583-1450-1535-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-16-0-583-1520-1603-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-16-0-583-1550-1633-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-17-0-583-1620-1703-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-17-0-583-1650-1733-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-18-0-583-1720-1803-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-18-0-583-1750-1833-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-19-0-583-1820-1903-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-19-0-583-1850-1929-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-20-0-583-1920-1959-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-20-0-583-1950-2029-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-7-0-583-0620-0706-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-7-0-583-0650-0736-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-8-0-583-0720-0806-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-8-0-583-0750-0836-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-9-0-583-0820-0906-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
2891.2,MTWHF,2891.2-9-0-583-0850-0936-2386-0-0-0-0_GA_5LB,GREENLINE AVIATION STATION,2891.2
