shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence,shape_dist_traveled
05c62217-70f0-4c8f-a240-6c75beef4331,-122.310502,38.322246,1,0.00000000
05c62217-70f0-4c8f-a240-6c75beef4331,-122.310433,38.322147,2,12.53677890
05c62217-70f0-4c8f-a240-6c75beef4331,-122.310433,38.322097,3,18.08690790
05c62217-70f0-4c8f-a240-6c75beef4331,-122.310441,38.322063,4,21.92528570
05c62217-70f0-4c8f-a240-6c75beef4331,-122.310463,38.322036,5,25.48668440
05c62217-70f0-4c8f-a240-6c75beef4331,-122.310502,38.322013,6,29.74686790
05c62217-70f0-4c8f-a240-6c75beef4331,-122.310776,38.32191,7,56.29540820
05c62217-70f0-4c8f-a240-6c75beef4331,-122.310685,38.321743,8,76.46868940
05c62217-70f0-4c8f-a240-6c75beef4331,-122.310685,38.321735,9,77.35671000
05c62217-70f0-4c8f-a240-6c75beef4331,-122.310471,38.321334,10,125.64259330
05c62217-70f0-4c8f-a240-6c75beef4331,-122.31038,38.321147,11,147.87317890
05c62217-70f0-4c8f-a240-6c75beef4331,-122.310326,38.321075,12,157.15618250
05c62217-70f0-4c8f-a240-6c75beef4331,-122.310265,38.320999,13,167.13739250
05c62217-70f0-4c8f-a240-6c75beef4331,-122.309861,38.321067,14,203.26380820
05c62217-70f0-4c8f-a240-6c75beef4331,-122.309388,38.321147,15,245.56926480
05c62217-70f0-4c8f-a240-6c75beef4331,-122.309075,38.321208,16,273.76558850
05c62217-70f0-4c8f-a240-6c75beef4331,-122.308899,38.321247,17,289.75367940
05c62217-70f0-4c8f-a240-6c75beef4331,-122.308037,38.321403,18,367.09711620
05c62217-70f0-4c8f-a240-6c75beef4331,-122.307923,38.321426,19,377.38788330
05c62217-70f0-4c8f-a240-6c75beef4331,-122.307213,38.321548,20,440.93544210
05c62217-70f0-4c8f-a240-6c75beef4331,-122.306542,38.321662,21,500.96171410
05c62217-70f0-4c8f-a240-6c75beef4331,-122.305878,38.321777,22,560.41339670
05c62217-70f0-4c8f-a240-6c75beef4331,-122.305008,38.321926,23,638.26951740
05c62217-70f0-4c8f-a240-6c75beef4331,-122.304856,38.321952,24,651.87119200
05c62217-70f0-4c8f-a240-6c75beef4331,-122.304711,38.321975,25,664.80549020
05c62217-70f0-4c8f-a240-6c75beef4331,-122.304596,38.321994,26,675.08067720
05c62217-70f0-4c8f-a240-6c75beef4331,-122.304535,38.322006,27,680.57874290
05c62217-70f0-4c8f-a240-6c75beef4331,-122.304139,38.322071,28,715.95142320
05c62217-70f0-4c8f-a240-6c75beef4331,-122.304055,38.322086,29,723.48331160
05c62217-70f0-4c8f-a240-6c75beef4331,-122.303826,38.322124,30,743.94807590
05c62217-70f0-4c8f-a240-6c75beef4331,-122.303605,38.322162,31,763.72880230
05c62217-70f0-4c8f-a240-6c75beef4331,-122.302918,38.32228,32,825.21605410
05c62217-70f0-4c8f-a240-6c75beef4331,-122.302704,38.322315,33,844.32867440
05c62217-70f0-4c8f-a240-6c75beef4331,-122.302407,38.322368,34,870.95831220
05c62217-70f0-4c8f-a240-6c75beef4331,-122.302292,38.322387,35,881.23344610
05c62217-70f0-4c8f-a240-6c75beef4331,-122.301705,38.322486,36,933.72768480
05c62217-70f0-4c8f-a240-6c75beef4331,-122.301224,38.32257,37,976.81049780
