stop_lat,stop_code,stop_lon,stop_id,stop_desc,stop_name,location_type,zone_id
38.471012,2044,-121.435303,2044,Buses head SB,CENTER PKWY & BAMFORD DR (SB),0,0
38.467091,2045,-121.433212,2045,Buses head SB,CENTER PKWY & VALLEY GREEN DR (SB),0,0
38.47374,2043,-121.436783,2043,Buses head SB,CENTER PKWY & MACK RD (SB),0,0
38.459648,2048,-121.429215,2048,Buses head SB,CENTER PKWY & ARROYO VISTA DR (SB),0,0
38.456806,2049,-121.428246,2049,Buses head SB,CENTER PKWY & LOCHINVAR WAY (SB),0,0
38.581585,1657,-121.405327,1657,Buses head WB,NORTHROP AVE & CARRO DR (WB),0,0
38.484932,2038,-121.445305,2038,Buses head SB,CENTER PKWY & SOUTH PKWY (SB),0,0
38.576653,2639,-121.46493,2639,Buses head NB,30TH ST & G ST (NB),0,2
38.57325,2638,-121.466397,2638,Buses head NB,30TH ST & J ST (NB),0,2
38.46428,5113,-121.43506,5113,Buses head EB,VALLEY HI DR & VALLEY GREEN DR (EB),0,0
38.661427,3510,-121.374138,3510,Buses head WB,MADISON AVE & JACKSON ST (WB),0,0
38.500212,2688,-121.440631,2688,Buses head EB,SKY PKWY & 6TH PKWY (EB),0,0
38.502335,2689,-121.437782,2689,Buses head EB,SKY PKWY & KLINGON CT (EB),0,0
38.507679,2684,-121.445076,2684,Buses head SB,STEINER RD & 51ST ST (SB),0,0
38.505882,2685,-121.442925,2685,Buses head SB,STEINER RD & 53RD AVE 1 (SB),0,0
38.503025,2686,-121.442154,2686,Buses head SB,STEINER RD & 53RD AVE 2 (SB),0,0
38.512924,2680,-121.455437,2680,Buses head SB,44TH ST & 44TH AVE (SB),0,0
38.511303,2681,-121.455429,2681,Buses head SB,44TH ST & 45TH AVE (SB),0,0
38.51038,2682,-121.450256,2682,Buses head EB,47TH AVE & 47TH ST (EB),0,0
38.510048,2683,-121.445755,2683,Buses head SB,STEINER RD & 47TH AVE (SB),0,0
38.66742,645,-121.338776,645,Buses head EB,AUBURN BLVD & PALM AVE (EB),0,0
38.524807,1999,-121.409363,1999,Buses head SB,POWER INN RD & FRUITRIDGE RD (SB),0,0
38.520882,1998,-121.409287,1998,Buses head SB,POWER INN RD & 36TH AVE (SB),0,0
38.541367,3209,-121.473198,3209,Buses head WB,12TH AVE & FREEWAY (WB),0,0
38.567066,1787,-121.476532,1787,Buses head EB,Q ST & 25TH ST (EB),0,2
38.625851,559,-121.432907,559,Buses head NB,MARYSVILLE BLVD & ARCADE BLVD (NB),0,0
38.626499,558,-121.427574,558,Buses head WB,ARCADE BLVD & DIGGS PARK DR (WB),0,0
38.678642,1199,-121.265801,1199,Buses head WB,GREENBACK LN & ARCADIA DR (WB),0,0
38.67823,1198,-121.316994,1198,Buses head WB,GREENBACK LN & BREMEN DR (WB),0,0
38.678669,3348,-121.321594,3348,Buses head WB,AUBURN BLVD & GREENBACK LN (WB),0,0
38.675526,3349,-121.325325,3349,Buses head WB,AUBURN BLVD & COUNTRY LN (WB),0,0
38.558592,7078,-121.449346,7078,Buses head WB,48th Street Station (WB),0,0
38.56087,7079,-121.457653,7079,Buses head WB,39th Street Station (WB),0,0
38.690834,3342,-121.301857,3342,Buses head WB,AUBURN BLVD & SAN TOMAS DR (WB),0,0
38.678376,1190,-121.286893,1190,Buses head WB,GREENBACK LN & MARIPOSA AVE (WB),0,0
38.67836,1193,-121.297165,1193,Buses head WB,GREENBACK LN & FOUNTAIN SQUARE DR (WB),0,0
38.678425,1192,-121.293266,1192,Buses head WB,GREENBACK LN & SAN JUAN AVE (WB),0,0
38.678326,1195,-121.304047,1195,Buses head WB,GREENBACK LN & BINET DR (WB),0,0
38.563817,7071,-121.353483,7071,Buses head WB,Tiber Station (WB),0,0
38.678234,1197,-121.314842,1197,Buses head WB,GREENBACK LN & LONGFORD DR (WB),0,0
38.678227,1196,-121.31118,1196,Buses head WB,GREENBACK LN & VAN MAREN LN (WB),0,0
38.569079,1758,-121.429634,1758,Buses head SB,CARLSON DR & SANDBURG DR (SB),0,0
38.571262,1757,-121.43216,1757,Buses head SB,CARLSON DR & MESSINA DR (SB),0,0
38.572846,1756,-121.432503,1756,Buses head SB,CARLSON DR & WANDA WAY (SB),0,0
38.574356,1755,-121.432053,1755,Buses head SB,MODDISON AVE & CARLSON DR (SB),0,0
38.575775,1754,-121.433846,1754,Buses head SB,MODDISON AVE & MINERVA AVE (SB),0,0
38.578442,1753,-121.436241,1753,Buses head SB,MODDISON AVE & CARRINGTON ST (SB),0,0
38.5798,1752,-121.437233,1752,Buses head EB,SANDBURG DR & MODDISON AVE (EB),0,0
38.580402,1751,-121.435097,1751,Buses head EB,SANDBURG DR & TEICHERT AVE (EB),0,0
38.579514,1750,-121.433367,1750,Buses head NB,SPILMAN AVE & MINERVA AVE (NB),0,0
38.496639,4259,-121.552605,4259,Buses head EB,RIVERSIDE BLVD & POCKET RD (EB),0,0
38.494736,4258,-121.552551,4258,Buses head EB,POCKET RD & RIVERGATE WAY (EB),0,0
38.595848,1175,-121.345345,1175,Buses head NB,FAIR OAKS BLVD & ARDEN WAY (NB),0,0
38.478169,4251,-121.521317,4251,Buses head WB,POCKET RD & EAST SHORE DR (WB),0,0
38.480499,4250,-121.516792,4250,Buses head WB,POCKET RD & GREENHAVEN DR (WB),0,0
38.47876,4253,-121.537483,4253,Buses head EB,POCKET RD & BLACKWATER WAY (EB),0,0
38.476841,4252,-121.532501,4252,Buses head WB,POCKET RD & WEST SHORE DR (WB),0,0
38.485424,4255,-121.546227,4255,Buses head EB,POCKET RD & OCEANIC WAY (EB),0,0
38.490601,4257,-121.550377,4257,Buses head WB,POCKET RD & RIVER ISLE WAY (WB),0,0
38.604179,1178,-121.33654,1178,Buses head NB,FAIR OAKS BLVD & GARFIELD AVE (NB),0,0
38.494608,511,-121.511694,511,Buses head NB,SLP DR & FARMDALE WAY (NB),0,0
38.492613,510,-121.511203,510,Buses head NB,SLP DR & SILVER RIDGE WAY (NB),0,0
38.496438,513,-121.511831,513,Buses head NB,SLP DR & FLORIN RD (NB),0,0
38.665749,644,-121.341034,644,Buses head EB,AUBURN BLVD & HEMLOCK ST (EB),0,0
38.616921,1284,-121.326531,1284,Buses head EB,PALM DR & PANAMA AVE (EB),0,0
38.622504,1287,-121.321386,1287,Buses head NB,CALIFORNIA AVE & STANLEY AVE (NB),0,0
38.620391,1286,-121.321442,1286,Buses head NB,CALIFORNIA AVE & MERRY LN (NB),0,0
38.61711,1281,-121.336375,1281,Buses head EB,MARCONI AVE & GARFIELD AVE (EB),0,0
38.617145,1280,-121.339872,1280,Buses head EB,MARCONI AVE & GUNN LN (EB),0,0
38.617078,1282,-121.33407,1282,Buses head EB,MARCONI AVE & LA VISTA AVE (EB),0,0
38.50071,515,-121.50995,515,Buses head NB,SLP DR & 56TH AVE (NB),0,0
38.680439,879,-121.297928,879,Buses head NB,FOUNTAIN SQUARE DR & SAMS CLUB DR (NB),0,0
38.62967,1289,-121.321187,1289,Buses head NB,CALIFORNIA AVE & GRANT AVE (NB),0,0
38.625712,1288,-121.321287,1288,Buses head NB,CALIFORNIA AVE & LANDIS AVE (NB),0,0
38.498365,514,-121.510055,514,Buses head NB,SLP DR & 58TH AVE (NB),0,0
38.618926,689,-121.456837,689,Buses head NB,NORWOOD AVE & LAS PALMAS AVE (NB),0,0
38.617176,688,-121.456848,688,Buses head NB,NORWOOD AVE & ELEANOR AVE (NB),0,0
38.61031,685,-121.459343,685,Buses head NB,GROVE AVE & TRACTION AVE (NB),0,0
38.606823,684,-121.459,684,Buses head NB,GROVE AVE & EL MONTE AVE (NB),0,0
38.615144,687,-121.45684,687,Buses head NB,NORWOOD AVE & LAMPASAS AVE (NB),0,0
38.61178,686,-121.4593,686,Buses head NB,GROVE AVE & EL CAMINO AVE (NB),0,0
38.628735,681,-121.380936,681,Buses head WB,WHITNEY AVE & WATT AVE (WB),0,0
38.628693,680,-121.378632,680,Buses head WB,WHITNEY AVE & MONTCLAIRE ST (WB),0,0
38.655134,683,-121.447686,683,Buses head NB,RIO LINDA BLVD & MAIN AVE (NB),0,0
38.647853,682,-121.447696,682,Buses head NB,RIO LINDA BLVD & BELL AVE (NB),0,0
38.611561,623,-121.47905,623,Buses head EB,W ELCAMINO AVE & NORTHVIEW DR (EB),0,0
38.628315,1427,-121.359009,1427,Buses head EB,WHITNEY AVE & CONCETTA WAY (EB),0,0
38.518758,8052,-121.411815,8052,Buses head SB,79TH ST & 38TH AVE (SB),0,0
38.617561,1240,-121.351029,1240,Buses head WB,MARCONI AVE & ROOT AVE (WB),0,0
38.640541,1225,-121.321037,1225,Buses head SB,CALIFORNIA AVE & LINCOLN AVE (SB),0,0
38.577967,873,-121.498002,873,Buses head WB,CAPITOL MALL & 8TH STREET (WB),0,0
38.64299,1224,-121.319458,1224,Buses head SB,JAN DR & OTIS CT (SB),0,0
38.645224,1295,-121.318535,1295,Buses head NB,JAN DR & RAMPART DR (NB),0,0
38.610882,626,-121.464363,626,Buses head EB,EL CAMINO AVE & COLFAX ST (EB),0,0
38.488571,2037,-121.448776,2037,Buses head SB,CENTER PKWY & GOYA PKWY (SB),0,0
38.617695,1243,-121.365524,1243,Buses head WB,MARCONI AVE & EASTERN AVE (WB),0,0
38.611229,624,-121.475174,624,Buses head EB,W ELCAMINO AVE & NORTHGATE BLVD (EB),0,0
38.610169,1371,-121.352753,1371,Buses head WB,EL CAMINO AVE & LANDWOOD WAY (WB),0,0
38.610146,1370,-121.349747,1370,Buses head WB,EL CAMINO AVE & LAURENCE AVE (WB),0,0
38.610252,1373,-121.360169,1373,Buses head WB,EL CAMINO AVE & GREENWOOD AVE (WB),0,0
38.581228,404,-121.478292,404,Buses head WB,F ST & 20TH ST (WB),0,2
38.610352,1375,-121.369438,1375,Buses head WB,EL CAMINO AVE & AVALON DR (WB),0,0
38.610348,1374,-121.365517,1374,Buses head WB,EL CAMINO AVE & EASTERN AVE (WB),0,0
38.610485,1377,-121.376213,1377,Buses head WB,EL CAMINO AVE & ANDRADE WAY (WB),0,0
38.610375,1376,-121.372154,1376,Buses head WB,EL CAMINO AVE & IONE ST (WB),0,0
38.610531,1379,-121.381851,1379,Buses head WB,EL CAMINO AVE & WATT AVE (WB),0,0
38.610508,1378,-121.37957,1378,Buses head WB,EL CAMINO AVE & BUTANO DR (WB),0,0
38.584828,409,-121.491762,409,Buses head WB,F ST & 10TH ST (WB),0,2
38.584122,408,-121.489126,408,Buses head WB,F ST & 12TH ST (WB),0,2
38.474173,3834,-121.435915,3834,Buses head EB,MACK RD & CENTER PKWY (EB),0,0
38.474079,3836,-121.42675,3836,Buses head EB,MACK RD & VALLEY HI DR (EB),0,0
38.636494,453,-121.310863,453,Buses head EB,FAIR OAKS BLVD & MARSHALL AVE (EB),0,2
38.474239,3830,-121.454361,3830,Buses head EB,MACK RD & DEER CREEK DR (EB),0,0
38.474205,3831,-121.448212,3831,Buses head EB,MACK RD & FRANKLIN BLVD (EB),0,0
38.474198,3833,-121.44114,3833,Buses head EB,MACK RD & SUMMERSDALE DR (EB),0,0
38.653603,1344,-121.292108,1344,Buses head SB,SAN JUAN AVE & SUNSET AVE (SB),0,0
38.473652,2148,-121.436478,2148,Buses head NB,CENTER PKWY & MACK RD (NB),0,0
38.575611,456,-121.503319,456,Buses head WB,P ST & 5TH ST (WB),0,2
38.461574,457,-121.408104,457,Buses head SB,POWER INN RD & AUBERRY DR (SB),0,0
38.553936,378,-121.372528,378,Buses head EB,WATT/MANLOVE LRS & BAY 1 (EB),0,0
38.670586,647,-121.331749,647,Buses head EB,AUBURN BLVD & GARFIELD AVE (EB),0,0
38.567766,371,-121.42965,371,Buses head WB,H ST & CARLSON DR (WB),0,0
38.583851,370,-121.311524,370,Buses head SB,MATHER LRS & BAY 5 (SB),0,0
38.570725,373,-121.43383,373,Buses head WB,F ST & ELVAS AVE (WB),0,0
38.567959,372,-121.433922,372,Buses head NB,56TH ST & H ST (NB),0,0
38.570416,375,-121.43676,375,Buses head WB,F ST & 53RD ST (WB),0,0
38.570515,374,-121.435295,374,Buses head WB,F ST & 54TH ST (WB),0,0
38.553745,377,-121.372688,377,Buses head SB,WATT/MANLOVE LRS & BAY 2 (SB),0,0
38.570641,376,-121.43927,376,Buses head WB,F ST & 52ND ST (WB),0,0
38.576187,393,-121.45398,393,Buses head WB,MCKINLEY BLVD & 37TH ST (WB),0,0
38.576706,392,-121.451798,392,Buses head WB,MCKINLEY BLVD & 39TH ST (WB),0,0
38.577278,391,-121.449295,391,Buses head WB,MCKINLEY BLVD & 40TH ST (WB),0,0
38.578522,390,-121.447388,390,Buses head WB,MCKINLEY BLVD & MEISTER WY (WB),0,0
38.577961,397,-121.463013,397,Buses head SB,ALHAMBRA BLVD & MCKINLEY BLVD (SB),0,2
38.577299,396,-121.459074,396,Buses head WB,MCKINLEY BLVD & 33RD ST (WB),0,0
38.576725,395,-121.456929,395,Buses head WB,MCKINLEY BLVD & 35TH ST (WB),0,0
38.57629,394,-121.455475,394,Buses head WB,MCKINLEY BLVD & 36TH ST (WB),0,0
38.578041,399,-121.466429,399,Buses head WB,F ST & 29TH ST (WB),0,2
38.577622,398,-121.464951,398,Buses head WB,F ST & 30TH ST (WB),0,2
38.512422,2334,-121.510173,2334,Buses head NB,13TH ST & NORFOLK WAY (NB),0,0
38.553618,895,-121.440683,895,Buses head EB,T ST & 55TH ST (EB),0,0
38.525017,2309,-121.411209,2309,Buses head EB,FRUITRIDGE RD & 79TH ST (EB),0,0
38.525059,2308,-121.414772,2308,Buses head EB,FRUITRIDGE RD & WILKINSON ST (EB),0,0
38.525024,2301,-121.432571,2301,Buses head EB,FRUITRIDGE RD & 62ND ST (EB),0,0
38.524998,2300,-121.436478,2300,Buses head EB,FRUITRIDGE RD & 59TH ST (EB),0,0
38.525051,2303,-121.427124,2303,Buses head EB,FRUITRIDGE RD & 65TH ST (EB),0,0
38.52507,2302,-121.428482,2302,Buses head EB,FRUITRIDGE RD & 64TH ST (EB),0,0
38.525059,2305,-121.421303,2305,Buses head EB,FRUITRIDGE RD & 71ST ST (EB),0,0
38.525055,2304,-121.424835,2304,Buses head EB,FRUITRIDGE RD & 66TH ST (EB),0,0
38.525066,2307,-121.417435,2307,Buses head EB,FRUITRIDGE RD & WALLACE AVE (EB),0,0
38.525044,2306,-121.419716,2306,Buses head EB,FRUITRIDGE RD & BELLEVIEW AVE (EB),0,0
38.617828,1246,-121.377815,1246,Buses head WB,MARCONI AVE & MONTCLAIRE ST (WB),0,0
38.462193,244,-121.413563,244,Buses head SB,TIMBERLAKE WY & RICHARDSON CT (SB),0,0
38.518261,247,-121.518677,247,Buses head SB,GLORIA DR & LAKE GLEN WAY (SB),0,0
38.519589,246,-121.51635,246,Buses head SB,GLORIA DR & ROSA DEL RIO WAY (SB),0,0
38.621777,241,-121.424434,241,Buses head NB,ARCADE & MARCONI LRT (NB),0,0
38.69334,4625,-121.290512,4625,Buses head SB,SYLVAN RD & AUBURN BLVD (SB),0,0
38.464688,243,-121.414715,243,Buses head SB,TIMBERLAKE WY & HOSPITAL DR (SB),0,0
38.465959,242,-121.416347,242,Buses head EB,TIMBERLAKE WY & BRUCEVILLE RD (EB),0,0
38.513409,2336,-121.507668,2336,Buses head WB,43RD AVE & 14TH ST (WB),0,0
38.516177,249,-121.514958,249,Buses head WB,43RD AVE & SLP DR (WB),0,0
38.516331,248,-121.519852,248,Buses head WB,43RD AVE & WOODSHIRE WAY (WB),0,0
38.540993,2275,-121.492142,2275,Buses head SB,FREEPORT BLVD & 14TH AVE (SB),0,0
38.534725,2277,-121.49411,2277,Buses head SB,FREEPORT BLVD & SUTTERVILLE RD (SB),0,0
38.53793,2276,-121.493077,2276,Buses head SB,FREEPORT BLVD & SUTTERVILLE RD (SB),0,0
38.547749,2271,-121.490013,2271,Buses head SB,FREEPORT BLVD & 7TH AVE (SB),0,0
38.543699,2273,-121.491255,2273,Buses head SB,FREEPORT BLVD & 11TH AVE (SB),0,0
38.545499,2272,-121.490665,2272,Buses head SB,FREEPORT BLVD & COLLEGE AVE (SB),0,0
38.531002,2279,-121.4953,2279,Buses head SB,FREEPORT BLVD & WENTWORTH AVE (SB),0,0
38.533455,2278,-121.494507,2278,Buses head SB,FREEPORT BLVD & MEER WAY (SB),0,0
38.505993,179,-121.530027,179,Buses head EB,GLORIA DR & HAVENSIDE DR (EB),0,0
38.507832,178,-121.531197,178,Buses head SB,HAVENSIDE DR & SAIL CT (SB),0,0
38.513241,175,-121.532623,175,Buses head SB,HAVENSIDE DR & RIVERSIDE BLVD (SB),0,0
38.482952,173,-121.5439,173,Buses head SB,POCKET RD & RIVER VILLAGE DR (SB),0,0
38.480805,172,-121.515205,172,Buses head EB,POCKET RD & GREENHAVEN DR (EB),0,0
38.478218,171,-121.520729,171,Buses head EB,POCKET RD & EAST SHORE DR (EB),0,0
38.476799,170,-121.532997,170,Buses head EB,POCKET RD & WEST SHORE DR (EB),0,0
38.452549,2051,-121.427384,2051,Buses head SB,CENTER PKWY & CRC WEST ENTRANCE (SB),0,0
38.454628,2050,-121.427811,2050,Buses head SB,CENTER PKWY & ERHARDT AVE (SB),0,0
38.609955,1366,-121.332703,1366,Buses head WB,EL CAMINO AVE & EL TONAS WAY (WB),0,0
38.715271,3696,-121.390167,3696,Buses head WB,ELVERTA RD & BIG SKY DR (WB),0,0
38.551899,7030,-121.488192,7030,Buses head WB,4th Ave/Wayne Hultgren Station (WB),0,0
38.610027,1367,-121.33754,1367,Buses head WB,EL CAMINO AVE & GARFIELD AVE (WB),0,0
38.668545,650,-121.387097,650,Buses head EB,JAMES WAY & DUDLEY BLVD (EB),0,0
38.665074,651,-121.387057,651,Buses head SB,DUDLEY AVE & PALM AVE (SB),0,0
38.671405,3526,-121.358089,3526,Buses head EB,HILLSDALE BLVD & WALERGA RD (EB),0,0
38.672613,3527,-121.356053,3527,Buses head NB,HILLSDALE BLVD & WALERGA RD (NB),0,0
38.668781,3524,-121.361775,3524,Buses head NB,HILLSDALE BLVD & PALM AVE (NB),0,0
38.670119,3525,-121.360267,3525,Buses head NB,HILLSDALE BLVD & GREENHOLME DR (NB),0,0
38.665527,3522,-121.363765,3522,Buses head NB,HILLSDALE BLVD & CHAPEL WAY (NB),0,0
38.667068,3523,-121.362831,3523,Buses head NB,HILLSDALE BLVD & STOCKBRIDGE AVE (NB),0,0
38.661625,3520,-121.364288,3520,Buses head NB,HILLSDALE BLVD & MADISON AVE (NB),0,0
38.663571,3521,-121.364261,3521,Buses head NB,HILLSDALE BLVD & FRIZELL AVE (NB),0,0
38.551657,1508,-121.418392,1508,Buses head WB,FOLSOM BLVD & STATE UNIV DR EAST (WB),0,0
38.674207,3528,-121.35343,3528,Buses head NB,HILLSDALE BLVD & BRETT DR (NB),0,0
38.675388,3529,-121.352135,3529,Buses head NB,HILLSDALE BLVD & DIABLO DR (NB),0,0
38.474472,3225,-121.449219,3225,Buses head WB,MACK RD & FRANKLIN BLVD (WB),0,0
38.595185,658,-121.289349,658,Buses head NB,ZINFANDEL DR & ROSS PARKING LOT (NB),0,0
38.516811,2699,-121.455376,2699,Buses head NB,44TH ST & 39TH AVE (NB),0,0
38.539451,1976,-121.437893,1976,Buses head EB,14TH AVE & 58TH ST (EB),0,0
38.515652,2696,-121.455306,2696,Buses head NB,44TH ST & LEMON HILL AVE (NB),0,0
38.513336,2695,-121.455353,2695,Buses head NB,44TH ST & 44TH AVE (NB),0,0
38.593449,3082,-121.383217,3082,Buses head SB,WATT AVE & BARRINGTON RD (SB),0,0
38.510555,2693,-121.452347,2693,Buses head WB,47TH AVE & LAURINE WAY (WB),0,0
38.539401,1975,-121.443518,1975,Buses head EB,14TH AVE & 53RD ST (EB),0,0
38.510555,2691,-121.446816,2691,Buses head WB,47TH AVE & STEINER DR (WB),0,0
38.501242,2690,-121.43577,2690,Buses head SB,SKY PKWY & 65TH ST (SB),0,0
38.474506,3226,-121.455055,3226,Buses head WB,MACK RD & DEER CREEK DR (WB),0,0
38.704094,3782,-121.374336,3782,Buses head WB,ANTELOPE RD & HOLBROOK WAY (WB),0,0
38.474335,3220,-121.428711,3220,Buses head WB,MACK RD & LA MANCHA WAY (WB),0,0
38.474388,3223,-121.441391,3223,Buses head WB,MACK RD & SUMMERSDALE DR (WB),0,0
38.474377,3222,-121.437584,3222,Buses head WB,MACK RD & CENTER PKWY (WB),0,0
38.665783,7325,-121.496014,7325,Buses head NB,NORTH BEND & DANBROOK (NB),0,0
38.682252,7320,-121.515099,7320,Buses head EB,ROSE ARBOR DR & NORTHBOROUGH DR (EB),0,0
38.646336,3237,-121.475624,3237,Buses head SB,NORTHGATE BLVD & N MARKET BLVD (SB),0,0
38.659594,7323,-121.504167,7323,Buses head WB,NORTH BEND DR & CREST DR (WB),0,0
38.532402,1964,-121.426272,1964,Buses head WB,21ST AVE & 67TH ST (WB),0,0
38.636231,3238,-121.476189,3238,Buses head SB,NORTHGATE BLVD & ROSIN CT (SB),0,0
38.632912,3239,-121.475685,3239,Buses head SB,NORTHGATE BLVD & PATIO AVE (SB),0,0
38.50042,1612,-121.433701,1612,Buses head WB,65TH ST & SKY PKWY (WB),0,0
38.532372,1961,-121.419251,1961,Buses head WB,21ST AVE & 73RD ST (WB),0,0
38.510151,1610,-121.427605,1610,Buses head SB,65TH ST & ELDERCREEK RD (SB),0,0
38.502586,1611,-121.428337,1611,Buses head SB,65TH ST & 53RD AVE (SB),0,0
