service_id,date,exception_type,exception_note,schedule_type
65383-1111100-0,20171128,1,Schedule #107,WD
65334-1111100-0,20171129,1,FINAL,WD
6533427-1111100-27,20171129,1,FINAL Grossmont College,WD
65353-1111100-0,20171129,1,FINAL,WD
65337-1111100-0,20171129,1,FINAL,WD
65356-1111100-0,20171129,1,FINAL,WD
6535619-1111100-19,20171129,1,FINAL Southwestern College,WD
65333-1111100-0,20171129,1,FINAL,WD
65340-1111100-0,20171129,1,FINAL,WD
65399-1111100-0,20171129,1,PRODUCTION,WD
6539915-1111100-15,20171129,1,PRODUCTION SD Mesa College,WD
6539921-1111100-21,20171129,1,PRODUCTION UCSD,WD
65383-1111100-0,20171129,1,Schedule #107,WD
65334-1111100-0,20171130,1,FINAL,WD
6533427-1111100-27,20171130,1,FINAL Grossmont College,WD
65353-1111100-0,20171130,1,FINAL,WD
65337-1111100-0,20171130,1,FINAL,WD
65356-1111100-0,20171130,1,FINAL,WD
6535619-1111100-19,20171130,1,FINAL Southwestern College,WD
65333-1111100-0,20171130,1,FINAL,WD
65340-1111100-0,20171130,1,FINAL,WD
6534011-1111100-11,20171130,1,FINAL Rural 892,WD
65399-1111100-0,20171130,1,PRODUCTION,WD
6539915-1111100-15,20171130,1,PRODUCTION SD Mesa College,WD
6539921-1111100-21,20171130,1,PRODUCTION UCSD,WD
65383-1111100-0,20171130,1,Schedule #107,WD
65334-1111100-0,20171201,1,FINAL,WD
6533427-1111100-27,20171201,1,FINAL Grossmont College,WD
65353-1111100-0,20171201,1,FINAL,WD
65337-1111100-0,20171201,1,FINAL,WD
65356-1111100-0,20171201,1,FINAL,WD
6535619-1111100-19,20171201,1,FINAL Southwestern College,WD
65333-1111100-0,20171201,1,FINAL,WD
65340-1111100-0,20171201,1,FINAL,WD
653407-1111100-7,20171201,1,FINAL Rural 888,WD
653409-1111100-9,20171201,1,FINAL Rural 891,WD
65399-1111100-0,20171201,1,PRODUCTION,WD
6539915-1111100-15,20171201,1,PRODUCTION SD Mesa College,WD
6539921-1111100-21,20171201,1,PRODUCTION UCSD,WD
65383-1111100-0,20171201,1,Schedule #107,WD
65335-0000010-0,20171202,1,FINAL,SA
65338-0000010-0,20171202,1,FINAL,SA
65355-0000010-0,20171202,1,FINAL,SA
65400-0000010-0,20171202,1,PRODUCTION,SA
65384-0000010-0,20171202,1,Schedule #107,SA
65339-0000001-0,20171203,1,FINAL,SU
65354-0000001-0,20171203,1,FINAL,SU
65401-0000001-0,20171203,1,PRODUCTION,SU
65385-0000001-0,20171203,1,Schedule #107,SU
65334-1111100-0,20171204,1,FINAL,WD
6533427-1111100-27,20171204,1,FINAL Grossmont College,WD
65353-1111100-0,20171204,1,FINAL,WD
65337-1111100-0,20171204,1,FINAL,WD
65356-1111100-0,20171204,1,FINAL,WD
6535619-1111100-19,20171204,1,FINAL Southwestern College,WD
65333-1111100-0,20171204,1,FINAL,WD
65340-1111100-0,20171204,1,FINAL,WD
653407-1111100-7,20171204,1,FINAL Rural 888,WD
65399-1111100-0,20171204,1,PRODUCTION,WD
6539915-1111100-15,20171204,1,PRODUCTION SD Mesa College,WD
6539921-1111100-21,20171204,1,PRODUCTION UCSD,WD
65383-1111100-0,20171204,1,Schedule #107,WD
65334-1111100-0,20171205,1,FINAL,WD
6533427-1111100-27,20171205,1,FINAL Grossmont College,WD
65353-1111100-0,20171205,1,FINAL,WD
65337-1111100-0,20171205,1,FINAL,WD
65356-1111100-0,20171205,1,FINAL,WD
6535619-1111100-19,20171205,1,FINAL Southwestern College,WD
65333-1111100-0,20171205,1,FINAL,WD
65340-1111100-0,20171205,1,FINAL,WD
65399-1111100-0,20171205,1,PRODUCTION,WD
6539915-1111100-15,20171205,1,PRODUCTION SD Mesa College,WD
6539921-1111100-21,20171205,1,PRODUCTION UCSD,WD
65383-1111100-0,20171205,1,Schedule #107,WD
65334-1111100-0,20171206,1,FINAL,WD
6533427-1111100-27,20171206,1,FINAL Grossmont College,WD
65353-1111100-0,20171206,1,FINAL,WD
65337-1111100-0,20171206,1,FINAL,WD
65356-1111100-0,20171206,1,FINAL,WD
6535619-1111100-19,20171206,1,FINAL Southwestern College,WD
65333-1111100-0,20171206,1,FINAL,WD
65340-1111100-0,20171206,1,FINAL,WD
65399-1111100-0,20171206,1,PRODUCTION,WD
6539915-1111100-15,20171206,1,PRODUCTION SD Mesa College,WD
6539921-1111100-21,20171206,1,PRODUCTION UCSD,WD
65383-1111100-0,20171206,1,Schedule #107,WD
65334-1111100-0,20171207,1,FINAL,WD
6533427-1111100-27,20171207,1,FINAL Grossmont College,WD
65353-1111100-0,20171207,1,FINAL,WD
65337-1111100-0,20171207,1,FINAL,WD
65356-1111100-0,20171207,1,FINAL,WD
6535619-1111100-19,20171207,1,FINAL Southwestern College,WD
65333-1111100-0,20171207,1,FINAL,WD
65340-1111100-0,20171207,1,FINAL,WD
6534011-1111100-11,20171207,1,FINAL Rural 892,WD
65399-1111100-0,20171207,1,PRODUCTION,WD
6539915-1111100-15,20171207,1,PRODUCTION SD Mesa College,WD
6539921-1111100-21,20171207,1,PRODUCTION UCSD,WD
65383-1111100-0,20171207,1,Schedule #107,WD
65334-1111100-0,20171208,1,FINAL,WD
6533427-1111100-27,20171208,1,FINAL Grossmont College,WD
65353-1111100-0,20171208,1,FINAL,WD
65337-1111100-0,20171208,1,FINAL,WD
65356-1111100-0,20171208,1,FINAL,WD
6535619-1111100-19,20171208,1,FINAL Southwestern College,WD
65333-1111100-0,20171208,1,FINAL,WD
65340-1111100-0,20171208,1,FINAL,WD
653407-1111100-7,20171208,1,FINAL Rural 888,WD
653409-1111100-9,20171208,1,FINAL Rural 891,WD
65399-1111100-0,20171208,1,PRODUCTION,WD
6539915-1111100-15,20171208,1,PRODUCTION SD Mesa College,WD
6539921-1111100-21,20171208,1,PRODUCTION UCSD,WD
65383-1111100-0,20171208,1,Schedule #107,WD
65335-0000010-0,20171209,1,FINAL,SA
65338-0000010-0,20171209,1,FINAL,SA
65355-0000010-0,20171209,1,FINAL,SA
65400-0000010-0,20171209,1,PRODUCTION,SA
65384-0000010-0,20171209,1,Schedule #107,SA
65339-0000001-0,20171210,1,FINAL,SU
65354-0000001-0,20171210,1,FINAL,SU
65401-0000001-0,20171210,1,PRODUCTION,SU
65385-0000001-0,20171210,1,Schedule #107,SU
65334-1111100-0,20171211,1,FINAL,WD
6533427-1111100-27,20171211,1,FINAL Grossmont College,WD
65353-1111100-0,20171211,1,FINAL,WD
65337-1111100-0,20171211,1,FINAL,WD
65356-1111100-0,20171211,1,FINAL,WD
65333-1111100-0,20171211,1,FINAL,WD
65340-1111100-0,20171211,1,FINAL,WD
653407-1111100-7,20171211,1,FINAL Rural 888,WD
65399-1111100-0,20171211,1,PRODUCTION,WD
6539915-1111100-15,20171211,1,PRODUCTION SD Mesa College,WD
6539921-1111100-21,20171211,1,PRODUCTION UCSD,WD
65383-1111100-0,20171211,1,Schedule #107,WD
65334-1111100-0,20171212,1,FINAL,WD
6533427-1111100-27,20171212,1,FINAL Grossmont College,WD
65353-1111100-0,20171212,1,FINAL,WD
65337-1111100-0,20171212,1,FINAL,WD
65356-1111100-0,20171212,1,FINAL,WD
65333-1111100-0,20171212,1,FINAL,WD
65340-1111100-0,20171212,1,FINAL,WD
65399-1111100-0,20171212,1,PRODUCTION,WD
6539915-1111100-15,20171212,1,PRODUCTION SD Mesa College,WD
6539921-1111100-21,20171212,1,PRODUCTION UCSD,WD
65383-1111100-0,20171212,1,Schedule #107,WD
65334-1111100-0,20171213,1,FINAL,WD
6533427-1111100-27,20171213,1,FINAL Grossmont College,WD
65353-1111100-0,20171213,1,FINAL,WD
65337-1111100-0,20171213,1,FINAL,WD
65356-1111100-0,20171213,1,FINAL,WD
65333-1111100-0,20171213,1,FINAL,WD
65340-1111100-0,20171213,1,FINAL,WD
65399-1111100-0,20171213,1,PRODUCTION,WD
6539915-1111100-15,20171213,1,PRODUCTION SD Mesa College,WD
6539921-1111100-21,20171213,1,PRODUCTION UCSD,WD
65383-1111100-0,20171213,1,Schedule #107,WD
65334-1111100-0,20171214,1,FINAL,WD
6533427-1111100-27,20171214,1,FINAL Grossmont College,WD
65353-1111100-0,20171214,1,FINAL,WD
65337-1111100-0,20171214,1,FINAL,WD
65356-1111100-0,20171214,1,FINAL,WD
65333-1111100-0,20171214,1,FINAL,WD
65340-1111100-0,20171214,1,FINAL,WD
6534011-1111100-11,20171214,1,FINAL Rural 892,WD
65399-1111100-0,20171214,1,PRODUCTION,WD
6539915-1111100-15,20171214,1,PRODUCTION SD Mesa College,WD
6539921-1111100-21,20171214,1,PRODUCTION UCSD,WD
65383-1111100-0,20171214,1,Schedule #107,WD
65334-1111100-0,20171215,1,FINAL,WD
6533427-1111100-27,20171215,1,FINAL Grossmont College,WD
65353-1111100-0,20171215,1,FINAL,WD
65337-1111100-0,20171215,1,FINAL,WD
65356-1111100-0,20171215,1,FINAL,WD
65333-1111100-0,20171215,1,FINAL,WD
65340-1111100-0,20171215,1,FINAL,WD
653407-1111100-7,20171215,1,FINAL Rural 888,WD
653409-1111100-9,20171215,1,FINAL Rural 891,WD
65399-1111100-0,20171215,1,PRODUCTION,WD
6539915-1111100-15,20171215,1,PRODUCTION SD Mesa College,WD
6539921-1111100-21,20171215,1,PRODUCTION UCSD,WD
65383-1111100-0,20171215,1,Schedule #107,WD
65335-0000010-0,20171216,1,FINAL,SA
65338-0000010-0,20171216,1,FINAL,SA
65355-0000010-0,20171216,1,FINAL,SA
65400-0000010-0,20171216,1,PRODUCTION,SA
65384-0000010-0,20171216,1,Schedule #107,SA
65339-0000001-0,20171217,1,FINAL,SU
65354-0000001-0,20171217,1,FINAL,SU
65401-0000001-0,20171217,1,PRODUCTION,SU
65385-0000001-0,20171217,1,Schedule #107,SU
65334-1111100-0,20171218,1,FINAL,WD
65353-1111100-0,20171218,1,FINAL,WD
65337-1111100-0,20171218,1,FINAL,WD
65356-1111100-0,20171218,1,FINAL,WD
65333-1111100-0,20171218,1,FINAL,WD
65340-1111100-0,20171218,1,FINAL,WD
653407-1111100-7,20171218,1,FINAL Rural 888,WD
65399-1111100-0,20171218,1,PRODUCTION,WD
65383-1111100-0,20171218,1,Schedule #107,WD
65334-1111100-0,20171219,1,FINAL,WD
65353-1111100-0,20171219,1,FINAL,WD
65337-1111100-0,20171219,1,FINAL,WD
65356-1111100-0,20171219,1,FINAL,WD
65333-1111100-0,20171219,1,FINAL,WD
65340-1111100-0,20171219,1,FINAL,WD
65399-1111100-0,20171219,1,PRODUCTION,WD
65383-1111100-0,20171219,1,Schedule #107,WD
65334-1111100-0,20171220,1,FINAL,WD
65353-1111100-0,20171220,1,FINAL,WD
65337-1111100-0,20171220,1,FINAL,WD
65356-1111100-0,20171220,1,FINAL,WD
65333-1111100-0,20171220,1,FINAL,WD
65340-1111100-0,20171220,1,FINAL,WD
65399-1111100-0,20171220,1,PRODUCTION,WD
65383-1111100-0,20171220,1,Schedule #107,WD
65334-1111100-0,20171221,1,FINAL,WD
65353-1111100-0,20171221,1,FINAL,WD
65337-1111100-0,20171221,1,FINAL,WD
65356-1111100-0,20171221,1,FINAL,WD
65333-1111100-0,20171221,1,FINAL,WD
65340-1111100-0,20171221,1,FINAL,WD
6534011-1111100-11,20171221,1,FINAL Rural 892,WD
65399-1111100-0,20171221,1,PRODUCTION,WD
65383-1111100-0,20171221,1,Schedule #107,WD
65334-1111100-0,20171222,1,FINAL,WD
65353-1111100-0,20171222,1,FINAL,WD
65337-1111100-0,20171222,1,FINAL,WD
65356-1111100-0,20171222,1,FINAL,WD
65333-1111100-0,20171222,1,FINAL,WD
65340-1111100-0,20171222,1,FINAL,WD
653407-1111100-7,20171222,1,FINAL Rural 888,WD
653409-1111100-9,20171222,1,FINAL Rural 891,WD
65399-1111100-0,20171222,1,PRODUCTION,WD
65383-1111100-0,20171222,1,Schedule #107,WD
65335-0000010-0,20171223,1,FINAL,SA
65338-0000010-0,20171223,1,FINAL,SA
65355-0000010-0,20171223,1,FINAL,SA
65400-0000010-0,20171223,1,PRODUCTION,SA
65384-0000010-0,20171223,1,Schedule #107,SA
65339-0000001-0,20171224,1,FINAL,SU
65354-0000001-0,20171224,1,FINAL,SU
65401-0000001-0,20171224,1,PRODUCTION,SU
65385-0000001-0,20171224,1,Schedule #107,SU
65339-0000001-0,20171225,1,FINAL,SU
65354-0000001-0,20171225,1,FINAL,SU
65402-0000001-0,20171225,1,PRODUCTION - HOLIDAY,SU
65382-0000001-0,20171225,1,Xmas Day - Sch #107,SU
65334-1111100-0,20171226,1,FINAL,WD
65353-1111100-0,20171226,1,FINAL,WD
65337-1111100-0,20171226,1,FINAL,WD
65356-1111100-0,20171226,1,FINAL,WD
65333-1111100-0,20171226,1,FINAL,WD
65340-1111100-0,20171226,1,FINAL,WD
653407-1111100-7,20171226,1,FINAL Rural 888,WD
65399-1111100-0,20171226,1,PRODUCTION,WD
65383-1111100-0,20171226,1,Schedule #107,WD
65334-1111100-0,20171227,1,FINAL,WD
65353-1111100-0,20171227,1,FINAL,WD
65337-1111100-0,20171227,1,FINAL,WD
65356-1111100-0,20171227,1,FINAL,WD
65333-1111100-0,20171227,1,FINAL,WD
65340-1111100-0,20171227,1,FINAL,WD
65399-1111100-0,20171227,1,PRODUCTION,WD
65383-1111100-0,20171227,1,Schedule #107,WD
65334-1111100-0,20171228,1,FINAL,WD
65353-1111100-0,20171228,1,FINAL,WD
65337-1111100-0,20171228,1,FINAL,WD
65356-1111100-0,20171228,1,FINAL,WD
65333-1111100-0,20171228,1,FINAL,WD
65340-1111100-0,20171228,1,FINAL,WD
6534011-1111100-11,20171228,1,FINAL Rural 892,WD
65399-1111100-0,20171228,1,PRODUCTION,WD
66070-1111100-0,20171228,1,Holiday Bowl,WD
65334-1111100-0,20171229,1,FINAL,WD
65353-1111100-0,20171229,1,FINAL,WD
65337-1111100-0,20171229,1,FINAL,WD
65356-1111100-0,20171229,1,FINAL,WD
65333-1111100-0,20171229,1,FINAL,WD
65340-1111100-0,20171229,1,FINAL,WD
653407-1111100-7,20171229,1,FINAL Rural 888,WD
653409-1111100-9,20171229,1,FINAL Rural 891,WD
65399-1111100-0,20171229,1,PRODUCTION,WD
65383-1111100-0,20171229,1,Schedule #107,WD
65335-0000010-0,20171230,1,FINAL,SA
65338-0000010-0,20171230,1,FINAL,SA
65355-0000010-0,20171230,1,FINAL,SA
65400-0000010-0,20171230,1,PRODUCTION,SA
65384-0000010-0,20171230,1,Schedule #107,SA
65339-0000001-0,20171231,1,FINAL,SU
65354-0000001-0,20171231,1,FINAL,SU
65401-0000001-0,20171231,1,PRODUCTION,SU
65385-0000001-0,20171231,1,Schedule #107,SU
65339-0000001-0,20180101,1,FINAL,SU
65354-0000001-0,20180101,1,FINAL,SU
65402-0000001-0,20180101,1,PRODUCTION - HOLIDAY,SU
65385-0000001-0,20180101,1,Schedule #107,SU
65334-1111100-0,20180102,1,FINAL,WD
65353-1111100-0,20180102,1,FINAL,WD
65337-1111100-0,20180102,1,FINAL,WD
65356-1111100-0,20180102,1,FINAL,WD
65333-1111100-0,20180102,1,FINAL,WD
65340-1111100-0,20180102,1,FINAL,WD
653407-1111100-7,20180102,1,FINAL Rural 888,WD
65399-1111100-0,20180102,1,PRODUCTION,WD
65383-1111100-0,20180102,1,Schedule #107,WD
65334-1111100-0,20180103,1,FINAL,WD
65353-1111100-0,20180103,1,FINAL,WD
65337-1111100-0,20180103,1,FINAL,WD
65356-1111100-0,20180103,1,FINAL,WD
65333-1111100-0,20180103,1,FINAL,WD
65340-1111100-0,20180103,1,FINAL,WD
65399-1111100-0,20180103,1,PRODUCTION,WD
6539921-1111100-21,20180103,1,PRODUCTION UCSD,WD
65383-1111100-0,20180103,1,Schedule #107,WD
65334-1111100-0,20180104,1,FINAL,WD
65353-1111100-0,20180104,1,FINAL,WD
65337-1111100-0,20180104,1,FINAL,WD
65356-1111100-0,20180104,1,FINAL,WD
65333-1111100-0,20180104,1,FINAL,WD
65340-1111100-0,20180104,1,FINAL,WD
6534011-1111100-11,20180104,1,FINAL Rural 892,WD
65399-1111100-0,20180104,1,PRODUCTION,WD
6539921-1111100-21,20180104,1,PRODUCTION UCSD,WD
65383-1111100-0,20180104,1,Schedule #107,WD
65334-1111100-0,20180105,1,FINAL,WD
65353-1111100-0,20180105,1,FINAL,WD
65337-1111100-0,20180105,1,FINAL,WD
65356-1111100-0,20180105,1,FINAL,WD
65333-1111100-0,20180105,1,FINAL,WD
65340-1111100-0,20180105,1,FINAL,WD
653407-1111100-7,20180105,1,FINAL Rural 888,WD
653409-1111100-9,20180105,1,FINAL Rural 891,WD
65399-1111100-0,20180105,1,PRODUCTION,WD
6539921-1111100-21,20180105,1,PRODUCTION UCSD,WD
65383-1111100-0,20180105,1,Schedule #107,WD
65335-0000010-0,20180106,1,FINAL,SA
65338-0000010-0,20180106,1,FINAL,SA
65355-0000010-0,20180106,1,FINAL,SA
65400-0000010-0,20180106,1,PRODUCTION,SA
65384-0000010-0,20180106,1,Schedule #107,SA
65339-0000001-0,20180107,1,FINAL,SU
65354-0000001-0,20180107,1,FINAL,SU
65401-0000001-0,20180107,1,PRODUCTION,SU
65385-0000001-0,20180107,1,Schedule #107,SU
65334-1111100-0,20180108,1,FINAL,WD
65353-1111100-0,20180108,1,FINAL,WD
65337-1111100-0,20180108,1,FINAL,WD
65356-1111100-0,20180108,1,FINAL,WD
65333-1111100-0,20180108,1,FINAL,WD
65340-1111100-0,20180108,1,FINAL,WD
653407-1111100-7,20180108,1,FINAL Rural 888,WD
65399-1111100-0,20180108,1,PRODUCTION,WD
6539921-1111100-21,20180108,1,PRODUCTION UCSD,WD
65383-1111100-0,20180108,1,Schedule #107,WD
65334-1111100-0,20180109,1,FINAL,WD
65353-1111100-0,20180109,1,FINAL,WD
65337-1111100-0,20180109,1,FINAL,WD
65356-1111100-0,20180109,1,FINAL,WD
65333-1111100-0,20180109,1,FINAL,WD
65340-1111100-0,20180109,1,FINAL,WD
65399-1111100-0,20180109,1,PRODUCTION,WD
6539921-1111100-21,20180109,1,PRODUCTION UCSD,WD
65383-1111100-0,20180109,1,Schedule #107,WD
65334-1111100-0,20180110,1,FINAL,WD
65353-1111100-0,20180110,1,FINAL,WD
65337-1111100-0,20180110,1,FINAL,WD
65356-1111100-0,20180110,1,FINAL,WD
65333-1111100-0,20180110,1,FINAL,WD
65340-1111100-0,20180110,1,FINAL,WD
65399-1111100-0,20180110,1,PRODUCTION,WD
6539921-1111100-21,20180110,1,PRODUCTION UCSD,WD
65383-1111100-0,20180110,1,Schedule #107,WD
65334-1111100-0,20180111,1,FINAL,WD
65353-1111100-0,20180111,1,FINAL,WD
65337-1111100-0,20180111,1,FINAL,WD
65356-1111100-0,20180111,1,FINAL,WD
65333-1111100-0,20180111,1,FINAL,WD
65340-1111100-0,20180111,1,FINAL,WD
6534011-1111100-11,20180111,1,FINAL Rural 892,WD
65399-1111100-0,20180111,1,PRODUCTION,WD
6539921-1111100-21,20180111,1,PRODUCTION UCSD,WD
65383-1111100-0,20180111,1,Schedule #107,WD
65334-1111100-0,20180112,1,FINAL,WD
65353-1111100-0,20180112,1,FINAL,WD
65337-1111100-0,20180112,1,FINAL,WD
65356-1111100-0,20180112,1,FINAL,WD
65333-1111100-0,20180112,1,FINAL,WD
65340-1111100-0,20180112,1,FINAL,WD
653407-1111100-7,20180112,1,FINAL Rural 888,WD
653409-1111100-9,20180112,1,FINAL Rural 891,WD
65399-1111100-0,20180112,1,PRODUCTION,WD
6539921-1111100-21,20180112,1,PRODUCTION UCSD,WD
65383-1111100-0,20180112,1,Schedule #107,WD
65335-0000010-0,20180113,1,FINAL,SA
65338-0000010-0,20180113,1,FINAL,SA
65355-0000010-0,20180113,1,FINAL,SA
65400-0000010-0,20180113,1,PRODUCTION,SA
65384-0000010-0,20180113,1,Schedule #107,SA
65339-0000001-0,20180114,1,FINAL,SU
65354-0000001-0,20180114,1,FINAL,SU
65401-0000001-0,20180114,1,PRODUCTION,SU
65385-0000001-0,20180114,1,Schedule #107,SU
65334-1111100-0,20180115,1,FINAL,WD
65353-1111100-0,20180115,1,FINAL,WD
65337-1111100-0,20180115,1,FINAL,WD
65356-1111100-0,20180115,1,FINAL,WD
65333-1111100-0,20180115,1,FINAL,WD
65340-1111100-0,20180115,1,FINAL,WD
653407-1111100-7,20180115,1,FINAL Rural 888,WD
65399-1111100-0,20180115,1,PRODUCTION,WD
65383-1111100-0,20180115,1,Schedule #107,WD
65334-1111100-0,20180116,1,FINAL,WD
65353-1111100-0,20180116,1,FINAL,WD
65337-1111100-0,20180116,1,FINAL,WD
65356-1111100-0,20180116,1,FINAL,WD
65333-1111100-0,20180116,1,FINAL,WD
65340-1111100-0,20180116,1,FINAL,WD
65399-1111100-0,20180116,1,PRODUCTION,WD
6539921-1111100-21,20180116,1,PRODUCTION UCSD,WD
65383-1111100-0,20180116,1,Schedule #107,WD
65334-1111100-0,20180117,1,FINAL,WD
65353-1111100-0,20180117,1,FINAL,WD
65337-1111100-0,20180117,1,FINAL,WD
65356-1111100-0,20180117,1,FINAL,WD
65333-1111100-0,20180117,1,FINAL,WD
65340-1111100-0,20180117,1,FINAL,WD
65399-1111100-0,20180117,1,PRODUCTION,WD
6539921-1111100-21,20180117,1,PRODUCTION UCSD,WD
65383-1111100-0,20180117,1,Schedule #107,WD
65334-1111100-0,20180118,1,FINAL,WD
65353-1111100-0,20180118,1,FINAL,WD
65337-1111100-0,20180118,1,FINAL,WD
65356-1111100-0,20180118,1,FINAL,WD
65333-1111100-0,20180118,1,FINAL,WD
65340-1111100-0,20180118,1,FINAL,WD
6534011-1111100-11,20180118,1,FINAL Rural 892,WD
65399-1111100-0,20180118,1,PRODUCTION,WD
6539921-1111100-21,20180118,1,PRODUCTION UCSD,WD
65383-1111100-0,20180118,1,Schedule #107,WD
65334-1111100-0,20180119,1,FINAL,WD
65353-1111100-0,20180119,1,FINAL,WD
65337-1111100-0,20180119,1,FINAL,WD
65356-1111100-0,20180119,1,FINAL,WD
65333-1111100-0,20180119,1,FINAL,WD
65340-1111100-0,20180119,1,FINAL,WD
653407-1111100-7,20180119,1,FINAL Rural 888,WD
653409-1111100-9,20180119,1,FINAL Rural 891,WD
65399-1111100-0,20180119,1,PRODUCTION,WD
6539921-1111100-21,20180119,1,PRODUCTION UCSD,WD
65383-1111100-0,20180119,1,Schedule #107,WD
65335-0000010-0,20180120,1,FINAL,SA
65338-0000010-0,20180120,1,FINAL,SA
65355-0000010-0,20180120,1,FINAL,SA
65400-0000010-0,20180120,1,PRODUCTION,SA
65384-0000010-0,20180120,1,Schedule #107,SA
65339-0000001-0,20180121,1,FINAL,SU
65354-0000001-0,20180121,1,FINAL,SU
65401-0000001-0,20180121,1,PRODUCTION,SU
65385-0000001-0,20180121,1,Schedule #107,SU
65334-1111100-0,20180122,1,FINAL,WD
65353-1111100-0,20180122,1,FINAL,WD
65337-1111100-0,20180122,1,FINAL,WD
65356-1111100-0,20180122,1,FINAL,WD
65333-1111100-0,20180122,1,FINAL,WD
65340-1111100-0,20180122,1,FINAL,WD
653407-1111100-7,20180122,1,FINAL Rural 888,WD
65399-1111100-0,20180122,1,PRODUCTION,WD
6539921-1111100-21,20180122,1,PRODUCTION UCSD,WD
65383-1111100-0,20180122,1,Schedule #107,WD
65334-1111100-0,20180123,1,FINAL,WD
65353-1111100-0,20180123,1,FINAL,WD
65337-1111100-0,20180123,1,FINAL,WD
65356-1111100-0,20180123,1,FINAL,WD
65333-1111100-0,20180123,1,FINAL,WD
65340-1111100-0,20180123,1,FINAL,WD
65399-1111100-0,20180123,1,PRODUCTION,WD
6539921-1111100-21,20180123,1,PRODUCTION UCSD,WD
65383-1111100-0,20180123,1,Schedule #107,WD
65334-1111100-0,20180124,1,FINAL,WD
65353-1111100-0,20180124,1,FINAL,WD
65337-1111100-0,20180124,1,FINAL,WD
65356-1111100-0,20180124,1,FINAL,WD
65333-1111100-0,20180124,1,FINAL,WD
65340-1111100-0,20180124,1,FINAL,WD
65399-1111100-0,20180124,1,PRODUCTION,WD
6539921-1111100-21,20180124,1,PRODUCTION UCSD,WD
65383-1111100-0,20180124,1,Schedule #107,WD
65334-1111100-0,20180125,1,FINAL,WD
65353-1111100-0,20180125,1,FINAL,WD
65337-1111100-0,20180125,1,FINAL,WD
65356-1111100-0,20180125,1,FINAL,WD
65333-1111100-0,20180125,1,FINAL,WD
65340-1111100-0,20180125,1,FINAL,WD
6534011-1111100-11,20180125,1,FINAL Rural 892,WD
65399-1111100-0,20180125,1,PRODUCTION,WD
6539921-1111100-21,20180125,1,PRODUCTION UCSD,WD
65383-1111100-0,20180125,1,Schedule #107,WD
65334-1111100-0,20180126,1,FINAL,WD
65353-1111100-0,20180126,1,FINAL,WD
65337-1111100-0,20180126,1,FINAL,WD
65356-1111100-0,20180126,1,FINAL,WD
65333-1111100-0,20180126,1,FINAL,WD
65340-1111100-0,20180126,1,FINAL,WD
653407-1111100-7,20180126,1,FINAL Rural 888,WD
653409-1111100-9,20180126,1,FINAL Rural 891,WD
65399-1111100-0,20180126,1,PRODUCTION,WD
6539921-1111100-21,20180126,1,PRODUCTION UCSD,WD
65383-1111100-0,20180126,1,Schedule #107,WD
65335-0000010-0,20180127,1,FINAL,SA
65338-0000010-0,20180127,1,FINAL,SA
65355-0000010-0,20180127,1,FINAL,SA
65400-0000010-0,20180127,1,PRODUCTION,SA
65384-0000010-0,20180127,1,Schedule #107,SA
62112,20170903,1,Coronado Ferry SUN-THU,WD
62112,20170904,1,Coronado Ferry SUN-THU,WD
62112,20170905,1,Coronado Ferry SUN-THU,WD
962112,20170905,1,Coronado Ferry Commuter Trips,WD
62112,20170906,1,Coronado Ferry SUN-THU,WD
962112,20170906,1,Coronado Ferry Commuter Trips,WD
62112,20170907,1,Coronado Ferry SUN-THU,WD
962112,20170907,1,Coronado Ferry Commuter Trips,WD
62113,20170908,1,Coronado Ferry FRI-SAT,WD
962112,20170908,1,Coronado Ferry Commuter Trips,WD
62113,20170909,1,Coronado Ferry FRI-SAT,WD
62112,20170910,1,Coronado Ferry SUN-THU,WD
62112,20170911,1,Coronado Ferry SUN-THU,WD
962112,20170911,1,Coronado Ferry Commuter Trips,WD
62112,20170912,1,Coronado Ferry SUN-THU,WD
962112,20170912,1,Coronado Ferry Commuter Trips,WD
62112,20170913,1,Coronado Ferry SUN-THU,WD
962112,20170913,1,Coronado Ferry Commuter Trips,WD
62112,20170914,1,Coronado Ferry SUN-THU,WD
962112,20170914,1,Coronado Ferry Commuter Trips,WD
62113,20170915,1,Coronado Ferry FRI-SAT,WD
962112,20170915,1,Coronado Ferry Commuter Trips,WD
62113,20170916,1,Coronado Ferry FRI-SAT,WD
62112,20170917,1,Coronado Ferry SUN-THU,WD
62112,20170918,1,Coronado Ferry SUN-THU,WD
962112,20170918,1,Coronado Ferry Commuter Trips,WD
62112,20170919,1,Coronado Ferry SUN-THU,WD
962112,20170919,1,Coronado Ferry Commuter Trips,WD
62112,20170920,1,Coronado Ferry SUN-THU,WD
962112,20170920,1,Coronado Ferry Commuter Trips,WD
62112,20170921,1,Coronado Ferry SUN-THU,WD
962112,20170921,1,Coronado Ferry Commuter Trips,WD
62113,20170922,1,Coronado Ferry FRI-SAT,WD
962112,20170922,1,Coronado Ferry Commuter Trips,WD
62113,20170923,1,Coronado Ferry FRI-SAT,WD
62112,20170924,1,Coronado Ferry SUN-THU,WD
62112,20170925,1,Coronado Ferry SUN-THU,WD
962112,20170925,1,Coronado Ferry Commuter Trips,WD
62112,20170926,1,Coronado Ferry SUN-THU,WD
962112,20170926,1,Coronado Ferry Commuter Trips,WD
62112,20170927,1,Coronado Ferry SUN-THU,WD
