shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence,shape_dist_traveled
UCT1_SHP,-122.018,37.59083,1,
UCT1_SHP,-122.018,37.59083,2,
UCT1_SHP,-122.018,37.59083,3,
UCT1_SHP,-122.018,37.59084,4,
UCT1_SHP,-122.01765,37.59059,5,
UCT1_SHP,-122.01756,37.59052,6,
UCT1_SHP,-122.01653,37.58974,7,
UCT1_SHP,-122.0165,37.58968,8,
UCT1_SHP,-122.01652,37.58961,9,
UCT1_SHP,-122.0166,37.58953,10,
UCT1_SHP,-122.01741,37.58885,11,
UCT1_SHP,-122.0172,37.5887,12,
UCT1_SHP,-122.01703,37.58852,13,
UCT1_SHP,-122.01694,37.58828,14,
UCT1_SHP,-122.01696,37.588,15,
UCT1_SHP,-122.01704,37.58765,16,
UCT1_SHP,-122.01719,37.58694,17,
UCT1_SHP,-122.01719,37.58694,18,
UCT1_SHP,-122.01729,37.58656,19,
UCT1_SHP,-122.01748,37.58615,20,
UCT1_SHP,-122.01866,37.58649,21,
UCT1_SHP,-122.01919,37.58664,22,
UCT1_SHP,-122.02014,37.58691,23,
UCT1_SHP,-122.02058,37.58704,24,
UCT1_SHP,-122.02087,37.58712,25,
UCT1_SHP,-122.02137,37.58726,26,
UCT1_SHP,-122.02148,37.58729,27,
UCT1_SHP,-122.02162,37.58733,28,
UCT1_SHP,-122.02222,37.5875,29,
UCT1_SHP,-122.02311,37.58775,30,
UCT1_SHP,-122.02349,37.58785,31,
UCT1_SHP,-122.02398,37.58799,32,
UCT1_SHP,-122.02408,37.58801,33,
UCT1_SHP,-122.02706,37.58887,34,
UCT1_SHP,-122.02752,37.589,35,
UCT1_SHP,-122.02765,37.58904,36,
UCT1_SHP,-122.03004,37.58967,37,
UCT1_SHP,-122.03253,37.59035,38,
UCT1_SHP,-122.03294,37.59047,39,
UCT1_SHP,-122.03333,37.59058,40,
UCT1_SHP,-122.03349,37.59062,41,
UCT1_SHP,-122.03424,37.59083,42,
UCT1_SHP,-122.03432,37.59085,43,
UCT1_SHP,-122.03448,37.5909,44,
UCT1_SHP,-122.03505,37.59106,45,
UCT1_SHP,-122.03521,37.59111,46,
UCT1_SHP,-122.03731,37.59167,47,
UCT1_SHP,-122.03896,37.59213,48,
UCT1_SHP,-122.0396,37.59232,49,
UCT1_SHP,-122.04153,37.59284,50,
UCT1_SHP,-122.04173,37.59291,51,
UCT1_SHP,-122.04315,37.59328,52,
UCT1_SHP,-122.04382,37.59347,53,
UCT1_SHP,-122.04516,37.59383,54,
UCT1_SHP,-122.04527,37.59386,55,
UCT1_SHP,-122.04562,37.59396,56,
UCT1_SHP,-122.04591,37.59403,57,
UCT1_SHP,-122.04726,37.59443,58,
UCT1_SHP,-122.04771,37.59455,59,
UCT1_SHP,-122.04862,37.59482,60,
UCT1_SHP,-122.0493,37.59501,61,
UCT1_SHP,-122.05084,37.59541,62,
UCT1_SHP,-122.05161,37.59562,63,
UCT1_SHP,-122.05446,37.59641,64,
UCT1_SHP,-122.05504,37.59655,65,
UCT1_SHP,-122.05608,37.59684,66,
UCT1_SHP,-122.0563,37.5969,67,
UCT1_SHP,-122.05656,37.59699,68,
UCT1_SHP,-122.05677,37.59707,69,
UCT1_SHP,-122.05702,37.59718,70,
UCT1_SHP,-122.05724,37.59727,71,
UCT1_SHP,-122.05741,37.59735,72,
UCT1_SHP,-122.05751,37.5974,73,
UCT1_SHP,-122.05774,37.59751,74,
UCT1_SHP,-122.05797,37.59762,75,
UCT1_SHP,-122.0582,37.59774,76,
UCT1_SHP,-122.0584,37.59786,77,
UCT1_SHP,-122.05859,37.59798,78,
UCT1_SHP,-122.05906,37.59828,79,
UCT1_SHP,-122.0592,37.59836,80,
