stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1,1,Palm at Two Bunch Palms,,33.946517,-116.501184,,,,,,0
2,2,Palm at Hacienda,,33.953131,-116.501175,,,,,,0
3,3,Palm at Estrella,,33.956542,-116.501183,,,,,,0
5,5,Palm at Hacienda,,33.9532,-116.501443,,,,,,0
6,6,Palm at Ironwood,,33.950164,-116.501435,,,,,,0
8,8,Palm at Sky Haven,,33.941839,-116.501581,,,,,,0
9,9,Palm Cyn at Racquet Club,,33.851436,-116.551081,,,,,,0
10,10,Palm Cyn at Via Escuela,,33.848167,-116.547967,,,,,,0
11,11,Palm Cyn at Hermosa Pl,,33.835906,-116.546928,,,,,,0
12,12,Palm Cyn at Sonora,,33.804553,-116.545792,,,,,,0
13,13,Palm Cyn at Camino Real,,33.801175,-116.538706,,,,,,0
14,14,Palm Cyn at Sunrise,,33.801217,-116.527286,,,,,,0
15,15,Palm Cyn at Gene Autry,,33.792969,-116.494539,,,,,,0
16,16,Palm Cyn at Golf Club,,33.790364,-116.485781,,,,,,0
17,17,Palm Cyn at Bankside,,33.781367,-116.470308,,,,,,0
19,19,Palm Cyn at Bankside,,33.781569,-116.469994,,,,,,0
20,20,Palm Cyn at Eagle Cyn,,33.787944,-116.48133,,,,,,0
21,21,Palm Cyn at Golf Club,,33.7907,-116.485856,,,,,,0
22,22,Palm Cyn at Escoba,,33.801342,-116.515636,,,,,,0
23,23,Palm Cyn at Sunrise,,33.801544,-116.5268,,,,,,0
24,24,Indian Cyn at Andreas,,33.824617,-116.545453,,,,,,0
25,25,Indian Cyn at Alejo,,33.830003,-116.545467,,,,,,0
26,26,Indian Cyn at Tachevah,,33.838554,-116.545435,,,,,,0
27,27,Sunrise at Ramon,,33.816731,-116.528019,,,,,,0
29,29,Tahquitz Cyn at Civic,,33.823267,-116.512828,,,,,,0
31,31,Ramon at Compadre,,33.815728,-116.514658,,,,,,0
32,32,Ramon at Landau,,33.815736,-116.474856,,,,,,0
33,33,Ramon at San Luis Rey,,33.815976,-116.489255,,,,,,0
34,34,Ramon at Canyon Vista,,33.81578,-116.46502,,,,,,0
35,35,Ramon at Cathedral Village E,,33.815767,-116.45595,,,,,,0
37,37,Ramon at Landau,,33.81605,-116.474681,,,,,,0
38,38,Ramon at El Cielo,,33.815978,-116.511269,,,,,,0
39,39,Ramon at Calle El Segundo,,33.815953,-116.539993,,,,,,0
41,41,Date Palm at Ortega,,33.804611,-116.458167,,,,,,0
42,42,Date Palm at Dinah Shore,,33.800756,-116.458269,,,,,,0
43,43,Date Palm at 35th,,33.794816,-116.458174,,,,,,0
44,44,Date Palm at Gerald Ford,,33.78785,-116.45827,,,,,,0
45,45,Date Palm at Perez,,33.781244,-116.458186,,,,,,0
46,46,Date Palm at Grove,,33.779456,-116.458169,,,,,,0
49,49,Date Palm at 35th,,33.794483,-116.457917,,,,,,0
50,50,Date Palm at Desert Sands Mbl Prk,Date Palm & Via Colusa - Desert Sands Mobile Home Community,33.810856,-116.457883,,,,,,0
55,55,Cook at Hovley Ln E,,33.745853,-116.356464,,,,,,0
56,56,Cook at Joni,,33.740686,-116.356453,,,,,,0
62,62,Monterey at Fred Waring,Ramon & Rattler (Eastbound) - A short walk North for students of Rancho Mirage High School - Home of the Rattlers,33.728264,-116.39135,,http://www.sunline.org/stop62,,,,0
