timetable_id,stop_id,stop_sequence,stop_name,connected_routes
1,768395,1,Atwater Target (to Winton),"A1/Atwater Loop, A2/Winton Way, A3/Castle Crosstown"
1,768346,2,Atwater Transpo (eastbound),"A1/Atwater Loop, T/Turlock Commuter"
1,768391,3,Winton @ Olive (northbound),"A1/Atwater Loop, A2/Winton Way"
1,768386,4,Winton @ Grove (northbound),"A1/Atwater Loop, A2/Winton Way"
1,768388,5,Winton @ Juniper/St. Anthony's (northbound),"A1/Atwater Loop, A2/Winton Way"
1,768378,6,Winton @ Bellevue/ 99 cent store (northbound),"A1/Atwater Loop, A2/Winton Way"
1,768396,7,Bellevue @ Winton / Jack in the Box (eastbound),"A1/Atwater Loop, W1/Winton Commuter, W2/Winton Commuter North"
1,768374,8,Bellevue @ 5th (eastbound),"A1/Atwater Loop, W1/Winton Commuter, W2/Winton Commuter North"
1,768387,9,Bellevue @ Redwood (eastbound),"A1/Atwater Loop, W1/Winton Commuter, W2/Winton Commuter North"
1,768163,10,Bellevue Rd @ Alabama Ave (eastbound),"A1/Atwater Loop, W1/Winton Commuter, W2/Winton Commuter North"
1,768164,11,Bellevue Rd @ Brownell Ave (eastbound),"A1/Atwater Loop, A3/Castle Crosstown, W1/Winton Commuter, W2/Winton Commuter North"
1,768381,12,Bellevue @ Constitution (eastbound),"A1/Atwater Loop, A3/Castle Crosstown, W1/Winton Commuter, W2/Winton Commuter North"
1,768377,13,Bellevue @ Bellevue Elementary (eastbound),"A1/Atwater Loop, A3/Castle Crosstown, W1/Winton Commuter, W2/Winton Commuter North"
1,768392,14,Bellevue @ Secretariat (eastbound),"A1/Atwater Loop, A3/Castle Crosstown, W1/Winton Commuter, W2/Winton Commuter North"
1,835001,15,Castle H.S.A.,"A1/Atwater Loop, L/Livingston Commuter, W1/Winton Commuter"
1,768193,16,Hospital Ave @ Castle Clinic (Clockwise),"A1/Atwater Loop, A3/Castle Crosstown, L/Livingston Commuter, W1/Winton Commuter"
1,768401,17,Buchach @ Bellevue (southbound),A1/Atwater Loop
1,768165,18,Buhach Rd @ Castlewood Ave (southbound),"A1/Atwater Loop, A3/Castle Crosstown, W1/Winton Commuter"
1,768172,19,Buhach Rd @ Garden (southbound),"A1/Atwater Loop, A3/Castle Crosstown, W1/Winton Commuter"
