shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
p_111364,38.969865536138,-119.93486076593,1,0
p_111364,38.969279548849,-119.93485271931,2,65.05705817
p_111364,38.968872900015,-119.93481516838,3,110.31827978
p_111364,38.968808253062,-119.93477225304,4,118.4015199
p_111364,38.968768630707,-119.93474543095,5,123.37662888
p_111364,38.96869981288,-119.93475615978,6,131.07280561
p_111364,38.968672702809,-119.93478566408,7,135.02197707
p_111364,38.968656019683,-119.9348500371,8,140.90023231
p_111364,38.968668532027,-119.93491709232,9,146.875251
p_111364,38.968703983659,-119.93494659662,10,151.5686021
p_111364,38.968749862216,-119.93495196104,11,156.68297893
p_111364,38.968818679994,-119.93491977453,12,164.81608466
p_111364,38.968962571497,-119.93484467268,13,182.06526954
p_111364,38.969490171173,-119.93485271931,14,240.64084281
p_111364,38.969986486648,-119.93484199047,15,295.74710217
p_111364,38.970149143904,-119.93474811316,16,315.55261323
p_111364,38.970261752555,-119.93480443954,17,328.97308384
p_111364,38.970303459418,-119.93507534266,18,352.90246933
p_111364,38.969940608893,-119.93516117334,19,393.86530202
p_111364,38.969614771708,-119.93527181447,20,431.28735435
p_111364,38.969615032379,-119.93527114391,21,431.35227395
p_111364,38.969327512403,-119.93536502123,22,464.29180979
p_111364,38.968787399194,-119.93562787771,23,528.43394343
p_111364,38.968662,-119.9357,24,543.69393103
p_111364,38.968517,-119.935782,25,561.28997889
p_111364,38.968208,-119.935989,26,600.00131782
p_111364,38.968037,-119.936111,27,621.73071416
p_111364,38.967627,-119.936388,28,673.18963965
p_111364,38.967366,-119.93656,29,705.77412996
p_111364,38.967021,-119.936775,30,748.36636509
p_111364,38.966615,-119.937057,31,799.63822739
p_111364,38.96564,-119.937723,32,922.30631107
p_111364,38.964434,-119.93854,33,1073.76173637
p_111364,38.964067,-119.938792,34,1119.98908498
p_111364,38.963806,-119.93897,35,1152.81506407
p_111364,38.963183,-119.939393,36,1231.09340265
p_111364,38.962688,-119.939727,37,1293.20428132
p_111364,38.962528875937,-119.93983894587,38,1313.35859508
p_111364,38.962522619223,-119.93983358145,39,1314.19443373
p_111364,38.96239,-119.939929,40,1331.0809
p_111364,38.961752,-119.940364,41,1411.31810136
p_111364,38.961494,-119.940539,42,1443.72821335
p_111364,38.961382,-119.940615,43,1457.79898496
p_111364,38.961273,-119.94069,44,1471.53511949
p_111364,38.961102,-119.940806,45,1493.01673946
p_111364,38.960665,-119.941104,46,1547.97749467
p_111364,38.960427,-119.941263,47,1577.77713624
p_111364,38.960427,-119.941266,48,1578.03716015
p_111364,38.960345,-119.941322,49,1588.35353503
p_111364,38.960279,-119.941366,50,1596.61360454
p_111364,38.959152,-119.942121,51,1737.80780574
p_111364,38.95841,-119.942611,52,1830.48535526
p_111364,38.958282,-119.942696,53,1846.49165466
p_111364,38.957628,-119.943129,54,1928.22225089
p_111364,38.956996,-119.943554,55,2007.4665979
p_111364,38.956968,-119.943572,56,2010.94460007
p_111364,38.956905,-119.943615,57,2018.86968232
p_111364,38.956837,-119.943661,58,2027.40697555
p_111364,38.956287,-119.944029,59,2096.29506519
p_111364,38.955494,-119.944577,60,2196.32711869
p_111364,38.955482,-119.944586,61,2197.87090889
p_111364,38.955376,-119.944664,62,2211.44248509
p_111364,38.955232,-119.94476,63,2229.46471315
p_111364,38.955173,-119.9448,64,2236.87568194
p_111364,38.955053,-119.944892,65,2252.40193044
p_111364,38.954946,-119.944985,66,2266.75761782
p_111364,38.954799,-119.94511,67,2286.34627925
p_111364,38.954669,-119.945231,68,2304.18690014
p_111364,38.954633,-119.945261,69,2308.95497761
p_111364,38.954506,-119.945377,70,2326.27209309
p_111364,38.954415,-119.945463,71,2338.8271232
p_111364,38.954338,-119.945535,72,2349.41115965
p_111364,38.954277,-119.945603,73,2358.38903535
p_111364,38.954215,-119.945677,74,2367.79753944
p_111364,38.954132,-119.945785,75,2380.93309533
