shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3297200,-121.9029800,1,0.0000000
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3307000,-121.9030600,2,108.9950086
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3316200,-121.9032600,3,212.6272015
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3316800,-121.9032700,4,219.3449483
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3320800,-121.9033100,5,263.8798082
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3325100,-121.9033500,6,311.7343555
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3326900,-121.9033600,7,331.7311027
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3328500,-121.9034000,8,349.8388993
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3330300,-121.9034400,9,370.1280773
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3332300,-121.9035400,10,394.0286071
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3335100,-121.9037100,11,428.5635242
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3338600,-121.9039900,12,474.6570833
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3340500,-121.9041500,13,500.0679641
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3343200,-121.9044300,14,538.9737963
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3348100,-121.9049700,15,611.4134633
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3368700,-121.9072000,16,913.6117191
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3370100,-121.9073300,17,932.9543712
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3371700,-121.9074700,18,954.6164451
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3374000,-121.9076400,19,984.2566785
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3376500,-121.9077900,20,1015.0224199
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3385600,-121.9082400,21,1123.6054209
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3387900,-121.9083800,22,1151.9868494
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3389900,-121.9085300,23,1177.8592709
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3391700,-121.9086600,24,1200.9199343
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3393900,-121.9088800,25,1232.1645832
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3398300,-121.9093600,26,1296.9246839
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3400700,-121.9096300,27,1332.7286798
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3402600,-121.9098800,28,1363.3135294
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3404100,-121.9100900,29,1388.2821207
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3405800,-121.9103400,30,1417.3809711
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3406700,-121.9105200,31,1436.2007737
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3407500,-121.9107100,32,1455.2349026
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3409000,-121.9110300,33,1488.1166765
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3409900,-121.9112900,34,1513.2280367
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3411000,-121.9116200,35,1544.9162682
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3413700,-121.9125200,36,1630.1112166
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3414600,-121.9127200,37,1650.4546597
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3415500,-121.9129400,38,1672.3592817
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3416900,-121.9132600,39,1704.6930650
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3515800,-121.9328100,40,3755.4192608
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3518600,-121.9333200,41,3810.2596376
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3522800,-121.9340900,42,3892.8853362
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3524900,-121.9344600,43,3933.1077506
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3526900,-121.9348500,44,3974.1766158
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3529900,-121.9354200,45,4034.6658879
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3533700,-121.9361700,46,4113.3683656
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3536600,-121.9368300,47,4180.1155195
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3539800,-121.9376000,48,4257.0264773
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3542400,-121.9381700,49,4315.1896469
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3547100,-121.9391300,50,4414.9640609
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3553400,-121.9405500,51,4558.8949287
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3555400,-121.9409500,52,4600.7108402
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3557100,-121.9412000,53,4629.8063382
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3559900,-121.9415600,54,4674.3365187
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3562800,-121.9418600,55,4716.0775923
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3565300,-121.9420600,56,4748.9987791
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3567300,-121.9421900,57,4774.0057378
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3576500,-121.9427200,58,4886.3902902
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3613900,-121.9447800,59,5339.8193991
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3616600,-121.9449100,60,5371.9220277
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3621100,-121.9451000,61,5424.6250643
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3625700,-121.9452600,62,5477.6089802
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3630800,-121.9454000,63,5535.5538544
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3633100,-121.9454500,64,5561.4617173
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3637800,-121.9455000,65,5613.8121330
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3644100,-121.9455200,66,5683.7547976
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3692300,-121.9455200,67,6218.7002316
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3715100,-121.9455200,68,6471.7451120
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3719400,-121.9455400,69,6519.5013684
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3727000,-121.9456100,70,6604.0772698
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3733400,-121.9457300,71,6675.8983053
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3742500,-121.9459400,72,6778.5929055
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3750900,-121.9461700,73,6874.0198811
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3758300,-121.9464800,74,6960.6167914
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3766300,-121.9469200,75,7057.5808639
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3775600,-121.9474300,76,7170.2480726
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3786400,-121.9480300,77,7301.3635621
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3792500,-121.9483800,78,7375.8236899
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3822100,-121.9503800,79,7749.0498509
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3835900,-121.9513100,80,7922.9507258
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3894800,-121.9552700,81,8664.7804292
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.3935800,-121.9580400,82,9181.7217747
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4048800,-121.9656600,83,10605.8270701
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4069200,-121.9670600,84,10863.9457704
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4141300,-121.9719000,85,11771.6517493
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4164600,-121.9735000,86,12066.4973494
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4168800,-121.9737900,87,12119.7129405
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4175500,-121.9743700,88,12210.0765770
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4191600,-121.9759400,89,12436.4481130
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4195600,-121.9762700,90,12489.5910512
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4198200,-121.9764600,91,12522.9909734
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4201300,-121.9766500,92,12561.2873138
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4206200,-121.9768800,93,12619.3563038
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4210600,-121.9770500,94,12670.4559335
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4215200,-121.9771600,95,12722.4295252
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4220100,-121.9772400,96,12777.2715623
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4234600,-121.9773500,97,12938.4949438
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4262100,-121.9775400,98,13244.1683939
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4272100,-121.9775300,99,13355.1575801
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4282500,-121.9775400,100,13470.5860767
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4345000,-121.9775400,101,14164.2469804
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4347800,-121.9775400,102,14195.3230061
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4350500,-121.9775200,103,14225.3414061
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4356000,-121.9774500,104,14286.6971694
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4360800,-121.9773300,105,14341.0186262
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4365800,-121.9771800,106,14398.0772939
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4384000,-121.9765400,107,14607.8622019
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4388700,-121.9764200,108,14661.0956054
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4394300,-121.9763200,109,14723.8745896
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4506100,-121.9754700,110,15966.9757524
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4595900,-121.9747600,111,16965.6095611
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4773600,-121.9734000,112,18941.5047722
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4777500,-121.9733900,113,18984.7985883
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4781300,-121.9734000,114,19026.9827786
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4787300,-121.9734800,115,19093.9496535
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4792300,-121.9735700,116,19150.0110350
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4797700,-121.9737400,117,19211.8012756
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4803000,-121.9739500,118,19273.4871024
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4808900,-121.9742500,119,19344.1411161
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4814600,-121.9746000,120,19414.5715641
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4820700,-121.9750900,121,19494.9569735
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4826800,-121.9756700,122,19579.8987994
2f89a36e-6c54-4c8a-8815-c0d3d162b753,37.4844800,-121.9775600,123,19840.3852411
