route_id,service_id,trip_id,block_id,shape_id
409,1,6,40911,4099168891682
409,1,7,40911,4099168891682
409,2,8,40912,4099168891682
409,1,9,40911,4099168891682
409,1,10,40911,4099168891682
409,1,11,40911,4099168891682
409,1,12,40911,4099168891682
409,1,13,40911,4099168891682
409,1,14,40911,4099168891682
409,1,15,40911,4099168891682
409,1,16,40911,4099168891682
409,1,17,40911,4099168891682
409,1,18,40911,4099168891682
409,2,19,40912,4099168891682
409,2,20,40912,4099168891682
409,2,21,40912,4099168891682
409,2,22,40912,4099168891682
409,2,23,40912,4099168891682
409,2,24,40912,4099168891682
409,2,25,40912,4099168891682
409,2,26,40912,4099168891682
409,2,27,40912,4099168891682
409,2,28,40912,4099168891682
409,2,29,40912,4099168891682
409,3,30,40913,4099168891682
409,3,31,40913,4099168891682
409,3,32,40913,4099168891682
409,3,33,40913,4099168891682
409,3,34,40913,4099168891682
409,3,35,40913,4099168891682
409,3,36,40913,4099168891682
409,3,37,40913,4099168891682
409,3,38,40913,4099168891682
409,3,39,40913,4099168891682
409,3,40,40913,4099168891682
409,3,41,40913,4099168891682
409,4,42,40914,4099168891682
409,4,43,40914,4099168891682
409,4,44,40914,4099168891682
409,4,45,40914,4099168891682
409,4,46,40914,4099168891682
409,4,47,40914,4099168891682
409,4,48,40914,4099168891682
409,4,49,40914,4099168891682
409,4,50,40914,4099168891682
409,4,51,40914,4099168891682
409,4,52,40914,4099168891682
409,4,53,40914,4099168891682
409,5,54,40915,4099168891682
409,5,55,40915,4099168891682
409,5,56,40915,4099168891682
409,5,57,40915,4099168891682
409,5,58,40915,4099168891682
409,5,59,40915,4099168891682
409,5,60,40915,4099168891682
409,5,61,40915,4099168891682
409,5,62,40915,4099168891682
409,5,63,40915,4099168891682
409,5,64,40915,4099168891682
409,5,65,40915,4099168891682
409,1,71,40916,4099168891682
409,1,72,40916,4099168891682
409,1,73,40916,4099168891682
409,1,74,40916,4099168891682
409,1,75,40916,4099168891682
409,1,76,40916,4099168891682
409,1,77,40916,4099168891682
409,1,78,40916,4099168891682
409,1,79,40916,4099168891682
409,1,80,40916,4099168891682
