trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,stop_headsign
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:00:00,18:00:00,10050,0,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:01:00,18:01:00,10049,10,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:02:00,18:02:00,10036,20,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:04:00,18:04:00,10023,36,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:04:00,18:04:00,10024,41,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:04:00,18:04:00,10025,57,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:05:00,18:05:00,10038,76,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:05:00,18:05:00,10039,80,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:06:00,18:06:00,10027,92,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:07:00,18:07:00,10037,118,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:07:00,18:07:00,10040,121,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:08:00,18:08:00,10067,135,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:08:00,18:08:00,10075,145,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:09:00,18:09:00,10091,160,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:10:00,18:10:00,10099,165,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:11:00,18:11:00,10119,180,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:11:00,18:11:00,10122,186,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:11:00,18:11:00,10124,190,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:13:00,18:13:00,10140,202,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:13:00,18:13:00,10141,209,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:14:00,18:14:00,10148,218,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:15:00,18:15:00,10155,226,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:15:00,18:15:00,10152,236,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:16:00,18:16:00,10144,247,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:17:00,18:17:00,10139,264,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:17:00,18:17:00,10133,274,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:18:00,18:18:00,10121,282,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:18:00,18:18:00,10110,291,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:19:00,18:19:00,10100,300,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:19:00,18:19:00,10097,307,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:19:00,18:19:00,10092,313,0,0,
1214.1-19-0-426-1800-1830-2250-0-0-0-0_EM_5LB,18:20:00,18:20:00,10090,321,0,0,
