shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
f7e0ee2e-0b95-443e-80ba-1ec135ce5fbb,39.8193438243475,-121.60231823339,100,12008.29
bdeb5798-1b6d-401f-b930-9ab2a24d39d9,39.7553101036137,-121.820470352201,20,4573.44
e6e1e552-c9db-4e00-9c36-2b71386bdb61,39.7263610199905,-121.688126128204,56,17033.77
1dcff5ab-ca66-4148-9ab4-721b781c780e,39.7289654450992,-121.831593473649,31,6620.07
d162f9c7-38c5-4919-bcf7-9761f2a6914f,39.7263583377813,-121.827847768536,111,32202.12
9e54e5e2-d7e9-4dc5-a3a9-b5d82223d9ec,39.7444364276192,-121.792850303224,31,6674.64
ba79ad0f-9c19-4f99-b02c-a2b0b028d90a,39.5191120814748,-121.550519409807,10,2392.03
e6b5b111-d434-4101-8df3-af444ce8651b,39.5138160594592,-121.463977930783,112,12156.75
e6e1e552-c9db-4e00-9c36-2b71386bdb61,39.7311018247069,-121.67924935694,62,18072.26
efc9cff9-0a3c-4fa2-a95c-eb619ab8d9a4,39.7160546312365,-121.802156227956,32,8320.66
5ba171e3-233b-43cb-a14b-1ef8b8e989e3,39.5713722450359,-121.613591558551,55,29021.54
62d88c7f-9f42-41dd-a325-5140460c619c,39.7736792131471,-121.610749757931,11,2720.65
2372852c-8eb3-4d50-813f-8024c218b408,39.8254673078935,-121.597696786982,133,16614.28
f56e63b1-7b0a-4b7b-a0c7-4adff78b6784,39.5012633205213,-121.571201924753,18,2679.61
772cea17-9d51-4764-9310-da30e3598301,39.7144332357903,-121.814552057657,12,3083.86
62d88c7f-9f42-41dd-a325-5140460c619c,39.7205003929436,-121.611345208367,39,11684.56
d162f9c7-38c5-4919-bcf7-9761f2a6914f,39.7524683029931,-121.624446459082,43,10327.91
423d87e9-38ee-495a-8fe8-83467c872b5c,39.7181024979414,-121.795323300083,29,7132.82
e6b5b111-d434-4101-8df3-af444ce8651b,39.5088512902767,-121.477300463754,91,9290.38
8388181d-003d-4ee3-a6a5-2b7f4467a81a,39.7378207586897,-121.835758944497,48,7223.55
772cea17-9d51-4764-9310-da30e3598301,39.7284236388459,-121.843100151008,0,0
e6b5b111-d434-4101-8df3-af444ce8651b,39.5297966617225,-121.473718373401,149,15115.64
3a09f2ac-648b-40ce-a35d-3a7eafff3086,39.7576409433866,-121.625127740212,100,23261.67
f2c963b7-fd5e-4dff-bcbf-4eecd5d8b30d,39.7272381023907,-121.846650054851,24,4231.46
976a6d31-205d-4db0-84d6-359ec2b3d5cc,39.7414283300298,-121.663944671389,57,14221.06
efc9cff9-0a3c-4fa2-a95c-eb619ab8d9a4,39.7375190101575,-121.818089891558,12,3017.46
01700393-8bcd-4765-9217-7b7645257ef9,39.5054167214284,-121.519039661827,27,4492.36
460c6c1e-76d0-4917-b03b-3554f274306f,39.8367741606697,-121.61567563508,112,13465.97
00ca45c5-1d3a-47e7-8fbe-8a1cba7e81d8,39.7651108959383,-121.602846628597,124,30318.84
bdeb5798-1b6d-401f-b930-9ab2a24d39d9,39.7606772041724,-121.838693281334,7,1652.21
460c6c1e-76d0-4917-b03b-3554f274306f,39.727841599455,-121.827830334176,347,55412.98
7b518f08-72b9-4d05-8279-e3e3d73bdd6d,39.7138203509939,-121.787314223487,46,17007.3
423d87e9-38ee-495a-8fe8-83467c872b5c,39.7164636681356,-121.795330005606,30,7314.93
01700393-8bcd-4765-9217-7b7645257ef9,39.5022383035563,-121.539234014704,14,2559.73
